term,valence,arousal,dominance
doctrinarian,0.3,0.85,0.95
doctrine,0.5,0.4,0.75
doctrinism,0.15,0.7,0.8
docudrama,0.5,0.8,0.5
document,0.6,0.25,0.65
documental,0.55,0.25,0.65
documentarian,0.75,0.85,0.8
documentarily,0.5,0.5,0.7
documentary,0.6,0.2,0.6
documentation,0.7,0.3,0.65
documents,0.55,0.25,0.6
doddle,0.65,0.3,0.25
dodecahedron,0.5,0.4,0.5
dodge,0.35,0.75,0.5
dodger,0.45,0.45,0.5
dodgers,0.5,0.85,0.7
dodging,0.4,0.65,0.4
dodgy,0.3,0.5,0.25
dodo,0.45,0.3,0.35
doe,0.55,0.35,0.35
doer,0.75,0.55,0.75
doesn,0.5,0.5,0.5
dog,0.7,0.5,0.4
dog-days,0.45,0.45,0.4
dog-fight,0.25,0.75,0.45
dog-food,0.4,0.4,0.35
dog-house,0.45,0.45,0.4
dog-it,0.3,0.4,0.45
dog-on,0.4,0.5,0.45
dog-poop,0.1,0.45,0.4
dog-show,0.5,0.5,0.7
dogcatcher,0.2,0.85,0.8
dogface,0.2,0.45,0.25
dogfight,0.15,1.0,0.85
dogfish,0.5,0.85,0.35
dogfood,0.5,0.85,0.5
dogged,0.25,0.75,0.6
doggedly,0.15,0.85,0.85
doggedness,0.85,0.85,0.85
doggie,0.85,0.85,0.2
doggish,0.2,0.85,0.35
doggishly,0.4,0.85,0.35
doggishness,0.15,0.15,0.5
doggone,0.6,0.8,0.35
doggy,0.65,0.5,0.4
doghouse,0.45,0.4,0.35
doglike,0.35,0.85,0.3
dogma,0.55,0.45,0.7
dogmatic,0.45,0.5,0.65
dogmatically,0.3,0.85,0.95
dogmatism,0.15,0.45,0.85
dogmatist,0.15,0.85,0.95
dogmatization,0.15,0.8,0.85
dogmatize,0.15,0.85,0.9
dogshit,0.2,0.55,0.35
dogsick,0.55,0.5,0.4
dogsled,0.85,0.85,0.7
dogtooth,0.5,0.5,0.5
dogwatch,0.5,0.8,0.5
dogwood,0.7,0.0,0.45
doily,0.65,0.15,0.3
doings,0.6,0.5,0.7
doit,0.5,0.5,0.4
dojo,0.5,0.45,0.45
doldrums,0.25,0.45,0.25
dole,0.45,0.4,0.35
doleful,0.05,0.0,0.2
dolefully,0.0,0.15,0.1
dolefulness,0.0,0.0,0.0
doll,0.75,0.3,0.35
dollar,0.75,0.65,0.7
dollar-bill,0.6,0.5,0.5
dollar-sign,0.55,0.4,0.55
dollar-store,0.5,0.4,0.6
dolled-up,0.6,0.5,0.3
dollhouse,0.65,0.25,0.35
dollish,0.35,0.15,0.25
dollop,0.5,0.25,0.4
dolomite,0.55,0.2,0.5
dolor,0.15,0.65,0.4
dolphin,0.8,0.35,0.4
dolt,0.0,0.15,0.1
domain,0.55,0.55,0.85
domain-name,0.5,0.45,0.6
dome,0.6,0.4,0.5
domelike,0.6,0.1,0.7
domestic,0.75,0.35,0.5
domestic-violence,0.15,0.7,0.45
domestically,0.5,0.3,0.45
domesticate,0.8,0.8,0.75
domesticated,0.65,0.35,0.3
domestication,0.6,0.4,0.45
domesticator,0.85,0.8,0.9
domesticity,0.65,0.15,0.2
domicile,0.6,0.3,0.55
domiciled,0.55,0.35,0.5
dominance,0.55,0.8,0.85
dominancy,0.85,0.85,1.0
dominant,0.4,0.85,0.9
dominantly,0.85,0.85,1.0
dominate,0.45,0.8,0.95
dominated,0.15,0.85,0.0
dominating,0.45,0.75,0.9
domination,0.5,0.8,1.0
dominative,0.15,0.85,1.0
dominator,0.15,0.85,1.0
dominatrix,0.4,0.75,0.7
domineer,0.2,0.85,0.95
dominion,0.55,0.7,0.9
domino,0.6,0.5,0.45
domino-effect,0.4,0.65,0.5
don,0.65,0.45,0.7
don-quixote,0.35,0.45,0.6
don't-forget,0.35,0.45,0.3
don't-know,0.2,0.45,0.2
don't-worry,0.5,0.35,0.35
donate,0.8,0.45,0.55
donated,1.0,0.3,0.45
donating,1.0,0.55,0.6
donation,0.8,0.4,0.6
donator,0.95,0.45,0.7
done,0.65,0.45,0.5
done-deal,0.6,0.4,0.65
done-for,0.4,0.45,0.45
done-good,0.85,0.4,0.55
done-in,0.45,0.4,0.55
done-up,0.65,0.35,0.6
done-with,0.45,0.4,0.55
donkey,0.4,0.35,0.25
donor,0.7,0.5,0.65
dont,0.5,0.5,0.35
dontlikeyou,0.15,0.5,0.3
dontmess,0.4,0.5,0.45
dontmesswithme,0.3,0.65,0.45
dontpanic,0.45,0.45,0.45
dontunderstand,0.2,0.35,0.25
donut,0.5,0.35,0.4
doodad,0.5,0.5,0.45
doodle,0.6,0.4,0.4
doodlebug,0.5,0.85,0.4
doodler,0.5,0.85,0.3
doohickey,0.5,0.5,0.4
doom,0.1,0.75,0.45
doomed,0.05,0.75,0.3
doomful,0.0,0.15,0.3
doomsayer,0.1,0.85,0.55
doomsday,0.1,0.85,0.65
door,0.55,0.2,0.4
door-bell,0.5,0.4,0.5
door-handle,0.45,0.45,0.35
door-knob,0.5,0.4,0.45
doorbell,0.55,0.5,0.3
doorframe,0.5,0.45,0.4
doorhandle,0.5,0.45,0.5
doorjamb,0.5,0.1,0.5
doorkeeper,0.5,0.25,0.45
doorknob,0.4,0.55,0.45
doorknocker,0.5,0.5,0.6
doorman,0.55,0.35,0.5
doormat,0.45,0.25,0.25
doornail,0.45,0.35,0.45
doorplate,0.5,0.05,0.55
doorpost,0.5,0.15,0.5
doorstep,0.55,0.25,0.4
doorstop,0.35,0.0,0.4
doorway,0.55,0.3,0.5
doozy,0.8,0.85,0.8
dopamine,0.55,0.45,0.45
dope,0.3,0.85,0.45
doper,0.15,0.85,0.2
dopey,0.3,0.4,0.35
doppelganger,0.35,0.8,0.55
dork,0.25,0.5,0.35
dorky,0.3,0.5,0.4
dorm,0.7,0.2,0.35
dorm-room,0.45,0.35,0.4
dormancy,0.35,0.0,0.2
dormant,0.4,0.25,0.25
dormer,0.5,0.5,0.5
dormitory,0.65,0.2,0.4
dorsal,0.45,0.35,0.45
dorsally,0.5,0.3,0.5
dosage,0.35,0.45,0.5
dose,0.45,0.5,0.45
dossier,0.35,0.4,0.55
dost,0.85,0.55,0.45
dot,0.45,0.3,0.4
dotage,0.15,0.15,0.1
dote,0.85,0.2,0.2
doth,0.5,0.4,0.5
doting,0.9,0.4,0.45
dotted,0.5,0.35,0.45
dotted-line,0.5,0.35,0.45
dottiness,0.15,0.3,0.25
dotting,0.5,0.8,0.35
dotty,0.4,0.4,0.4
double,0.65,0.4,0.55
double-agent,0.45,0.6,0.6
double-as,0.55,0.5,0.45
double-back,0.35,0.55,0.45
double-bill,0.45,0.5,0.6
double-blind,0.35,0.5,0.4
double-check,0.4,0.65,0.5
double-chin,0.4,0.35,0.35
double-date,0.45,0.6,0.55
double-decker,0.6,0.65,0.6
double-digit,0.5,0.55,0.5
double-digits,0.5,0.45,0.6
double-dip,0.45,0.55,0.45
double-dipping,0.3,0.6,0.45
double-down,0.45,0.55,0.6
double-dutch,0.35,0.6,0.45
double-entendre,0.4,0.5,0.5
double-feature,0.7,0.55,0.7
double-figures,0.6,0.55,0.6
double-for,0.45,0.6,0.6
double-header,0.45,0.55,0.55
double-jeopardy,0.35,0.6,0.5
double-life,0.35,0.6,0.7
double-negative,0.15,0.55,0.35
double-play,0.55,0.65,0.6
double-standard,0.5,0.55,0.6
double-take,0.4,0.5,0.6
double-tap,0.35,0.5,0.5
double-time,0.65,0.55,0.6
double-trouble,0.3,0.65,0.4
double-up,0.55,0.6,0.55
double-whammy,0.35,0.75,0.5
double-edged-sword,0.4,0.7,0.75
doubleclick,0.5,0.75,0.65
doubled,0.45,0.55,0.55
doubleheader,0.85,0.85,0.75
doublespeak,0.15,0.85,0.4
doublet,0.4,0.45,0.5
doubling,0.45,0.45,0.45
doubly,0.65,0.4,0.5
doubt,0.4,0.35,0.25
doubtable,0.15,0.15,0.2
doubter,0.35,0.2,0.25
doubtful,0.25,0.45,0.25
doubtfully,0.2,0.25,0.2
doubtfulness,0.15,0.15,0.15
doubting,0.2,0.55,0.2
doubtless,0.7,0.4,0.7
doubtlessly,0.85,0.2,0.75
doubtlessness,0.85,0.1,0.95
doubts,0.3,0.45,0.3
douche,0.5,0.4,0.4
douche-bag,0.25,0.6,0.4
douchebags,0.35,0.6,0.35
dough,0.6,0.25,0.4
doughboy,0.35,0.45,0.4
doughnut,0.65,0.4,0.3
doughy,0.3,0.15,0.25
dour,0.35,0.4,0.35
dourly,0.15,0.1,0.25
dourness,0.1,0.0,0.3
douse,0.35,0.45,0.4
douser,0.5,0.6,0.5
dove,0.75,0.25,0.45
dovelike,0.9,0.0,0.1
dovetail,0.85,0.8,0.75
dowager,0.5,0.15,0.8
dowdiness,0.15,0.0,0.2
dowdy,0.15,0.15,0.05
dowel,0.5,0.45,0.5
dower,0.5,0.15,0.35
down,0.2,0.35,0.25
down-fall,0.2,0.4,0.3
down-pat,0.55,0.4,0.45
down-payment,0.35,0.4,0.45
down-side,0.25,0.35,0.35
down-syndrome,0.2,0.5,0.25
down-time,0.35,0.2,0.35
down-town,0.35,0.45,0.35
down-under,0.3,0.4,0.45
down-with,0.4,0.35,0.4
downbeat,0.15,0.15,0.25
downcast,0.05,0.5,0.2
downdraft,0.25,1.0,0.35
downed,0.15,0.2,0.2
downer,0.1,0.6,0.2
downfall,0.2,0.7,0.15
downfallen,0.1,0.15,0.0
downfield,0.5,0.35,0.4
downgrade,0.15,0.15,0.15
downhaul,0.15,0.8,0.65
downhearted,0.1,0.45,0.25
downheartedly,0.05,0.0,0.15
downheartedness,0.05,0.05,0.15
downhill,0.3,0.55,0.3
downlink,0.5,0.8,0.6
download,0.6,0.5,0.5
downloadable,0.85,0.6,0.6
downmarket,0.2,0.3,0.25
downplay,0.2,0.2,0.15
downpour,0.35,0.6,0.5
downrange,0.5,0.85,0.65
downright,0.6,0.45,0.7
downriver,0.55,0.45,0.3
downs,0.2,0.2,0.25
downshift,0.2,0.15,0.3
downside,0.2,0.4,0.25
downsize,0.15,0.85,0.3
downslide,0.05,0.2,0.3
downspout,0.35,0.2,0.45
downstage,0.2,0.5,0.25
downstairs,0.5,0.5,0.3
downstate,0.3,0.15,0.35
downstream,0.55,0.8,0.35
downswing,0.15,0.75,0.2
downtime,0.25,0.2,0.35
downtown,0.4,0.5,0.55
downtrend,0.15,0.75,0.2
downtrodden,0.0,0.15,0.0
downturn,0.15,0.15,0.2
downward,0.2,0.35,0.25
downwardly,0.2,0.15,0.2
downwardness,0.05,0.05,0.25
downwash,0.15,0.85,0.4
downwind,0.35,0.85,0.4
downy,0.65,0.15,0.25
dowry,0.6,0.45,0.55
dowse,0.5,0.65,0.45
doze,0.6,0.2,0.4
doze-off,0.25,0.4,0.25
dozed,0.4,0.0,0.05
dozen,0.6,0.35,0.45
dozer,0.45,0.75,0.85
dozy,0.25,0.0,0.05
drab,0.35,0.3,0.25
drabness,0.1,0.1,0.05
draconian,0.0,0.8,1.0
draconic,0.15,0.85,0.95
draconically,0.15,0.85,0.95
draft,0.45,0.35,0.35
draft-board,0.5,0.5,0.4
draft-in,0.35,0.4,0.35
draftee,0.5,0.8,0.2
drafter,0.55,0.85,0.85
draftiness,0.15,0.35,0.25
draftsman,0.55,0.8,0.8
draftsmanship,0.85,0.75,0.8
draftswoman,0.6,0.8,0.7
drafty,0.45,0.5,0.5
drag,0.4,0.6,0.35
drag-on,0.25,0.45,0.45
drag-out,0.25,0.55,0.35
drag-queen,0.45,0.5,0.55
drag-race,0.4,0.7,0.45
drag-racing,0.5,0.6,0.55
dragged,0.15,0.75,0.25
dragger,0.15,0.8,0.25
dragging,0.15,0.85,0.2
dragline,0.5,0.85,0.7
dragnet,0.5,0.85,0.8
dragon,0.55,0.8,0.7
dragonfly,0.55,0.4,0.35
dragonhead,0.5,0.55,0.8
dragonish,0.3,0.85,0.95
dragoon,0.15,0.95,0.95
dragster,0.8,1.0,0.95
drain,0.25,0.45,0.2
drainable,0.65,0.3,0.55
drainage,0.2,0.35,0.3
drained,0.3,0.45,0.35
drainer,0.15,0.2,0.25
draining,0.35,0.4,0.3
drainpipe,0.4,0.4,0.25
drake,0.45,0.4,0.45
dram,0.5,0.5,0.4
drama,0.45,0.75,0.5
drama-queen,0.5,0.6,0.4
drama-series,0.45,0.65,0.65
dramaqueen,0.35,0.7,0.5
dramatic,0.35,0.8,0.45
dramatically,0.5,0.85,0.75
dramatist,0.65,0.85,0.8
dramatization,0.5,0.85,0.75
dramatize,0.5,0.85,0.75
dramatizer,0.35,0.85,0.6
drank,0.3,0.45,0.55
drape,0.4,0.45,0.4
drapery,0.5,0.2,0.2
drastic,0.2,0.85,0.65
drastically,0.5,0.85,1.0
drat,0.3,0.5,0.4
draught,0.45,0.25,0.3
draughtsman,0.55,0.2,0.8
draughty,0.2,0.35,0.35
draw,0.7,0.45,0.5
draw-attention,0.45,0.55,0.4
draw-from,0.4,0.45,0.45
draw-in,0.55,0.55,0.5
draw-on,0.4,0.5,0.4
draw-out,0.3,0.4,0.3
draw-up,0.5,0.45,0.5
drawback,0.3,0.4,0.15
drawbridge,0.55,0.55,0.45
drawer,0.45,0.2,0.3
drawers,0.55,0.25,0.25
drawing,0.7,0.2,0.35
drawing-board,0.65,0.5,0.5
drawing-tablet,0.5,0.55,0.65
drawl,0.45,0.15,0.35
drawn,0.4,0.4,0.35
drawn-out,0.35,0.4,0.4
drawstring,0.5,0.4,0.5
dread,0.15,0.8,0.35
dreaded,0.1,0.7,0.45
dreadful,0.1,0.8,0.35
dreadfully,0.25,0.8,0.3
dreadfulness,0.0,0.15,0.05
dreading,0.1,0.75,0.4
dreadlock,0.5,0.5,0.5
dreadnaught,0.55,0.85,0.85
dreadnought,0.5,0.85,1.0
dream,0.85,0.15,0.35
dream-of,0.55,0.4,0.5
dream-on,0.8,0.5,0.5
dream-team,0.85,0.55,0.75
dream-up,0.85,0.5,0.5
dream-world,0.6,0.4,0.65
dreamboat,0.8,0.5,0.45
dreamer,0.8,0.4,0.45
dreamful,0.85,0.35,0.45
dreamily,0.8,0.0,0.3
dreaminess,0.85,0.3,0.2
dreaming,0.85,0.3,0.35
dreamland,0.85,0.45,0.55
dreamless,0.3,0.0,0.45
dreamlessly,0.35,0.0,0.2
dreamlessness,0.15,0.0,0.2
dreamlike,0.85,0.35,0.35
dreams,0.85,0.4,0.55
dreamscape,0.85,0.35,0.45
dreamt,0.8,0.4,0.5
dreamtime,0.85,0.35,0.45
dreamworld,0.9,0.65,0.4
dreamy,0.85,0.35,0.5
drearily,0.0,0.0,0.2
dreariness,0.0,0.0,0.0
dreary,0.25,0.5,0.35
dredge,0.45,0.45,0.45
dredger,0.5,0.8,0.7
dreg,0.15,0.05,0.15
drench,0.3,0.8,0.5
drenched,0.3,0.35,0.4
drenched-in,0.45,0.5,0.6
drencher,0.3,0.85,0.95
dress,0.75,0.3,0.35
dress-code,0.45,0.45,0.55
dress-rehearsal,0.45,0.55,0.5
dress-shirt,0.55,0.4,0.6
dress-up,0.7,0.45,0.5
dressage,0.85,0.85,0.75
dressed-up,0.65,0.5,0.55
dresser,0.6,0.4,0.45
dressiness,0.85,0.5,0.75
dressing-room,0.65,0.55,0.55
dressing-up,0.65,0.55,0.65
dressmaker,0.7,0.45,0.5
dressmaking,0.7,0.85,0.3
dressy,0.8,0.55,0.7
dribble,0.4,0.55,0.45
dribbler,0.35,0.85,0.55
dried,0.45,0.25,0.4
dried-up,0.25,0.5,0.2
drier,0.3,0.35,0.4
driest,0.35,0.0,0.25
drift,0.3,0.5,0.4
drift-away,0.3,0.45,0.3
drift-off,0.35,0.45,0.45
driftage,0.5,0.15,0.15
drifted,0.3,0.55,0.3
drifter,0.45,0.5,0.4
driftwood,0.3,0.3,0.45
drifty,0.35,0.15,0.15
drill,0.25,0.6,0.55
driller,0.5,0.85,0.8
drillhole,0.5,0.85,0.5
drillmaster,0.2,0.95,1.0
drink,0.65,0.55,0.45
drink-in,0.5,0.45,0.45
drink-to,0.55,0.5,0.5
drink-up,0.6,0.55,0.5
drinkability,0.85,0.35,0.5
drinkable,0.85,0.5,0.5
drinker,0.35,0.75,0.45
drinking,0.55,0.45,0.3
drinking-age,0.4,0.55,0.45
drinking-problem,0.15,0.65,0.2
drinking-water,0.7,0.45,0.6
drinks,0.75,0.65,0.4
drip,0.4,0.2,0.15
dripper,0.35,0.85,0.45
dripping,0.3,0.25,0.25
drippy,0.2,0.6,0.2
drivable,0.9,0.5,0.7
drive,0.6,0.7,0.7
drive-around,0.55,0.65,0.55
drive-at,0.35,0.55,0.5
drive-away,0.45,0.55,0.45
drive-back,0.45,0.45,0.5
drive-by,0.55,0.6,0.45
drive-down,0.3,0.6,0.45
drive-home,0.45,0.55,0.55
drive-in,0.6,0.6,0.55
drive-off,0.25,0.5,0.45
drive-on,0.6,0.5,0.6
drive-out,0.45,0.55,0.45
drive-through,0.45,0.55,0.55
drive-up,0.45,0.55,0.55
drive-you,0.6,0.6,0.55
drivel,0.4,0.45,0.45
driven,0.6,0.55,0.5
driver,0.55,0.55,0.65
driver-license,0.55,0.55,0.65
driver's-license,0.65,0.6,0.75
driver's-seat,0.55,0.6,0.65
driverless,0.7,0.55,0.3
driveshaft,0.5,0.9,0.75
driveway,0.6,0.4,0.7
driving-at,0.5,0.6,0.55
driving-force,0.45,0.75,0.5
driving-license,0.65,0.5,0.65
driving-range,0.55,0.6,0.55
driving-school,0.65,0.6,0.5
driving-test,0.55,0.6,0.55
drizzle,0.5,0.35,0.3
drizzly,0.35,0.35,0.3
droll,0.45,0.55,0.4
drollness,0.75,0.15,0.7
drone,0.45,0.7,0.6
drones,0.4,0.55,0.6
drool,0.4,0.4,0.2
droop,0.15,0.0,0.1
drooping,0.25,0.55,0.35
droopy,0.45,0.35,0.3
drop,0.5,0.3,0.3
drop-back,0.3,0.5,0.2
drop-box,0.3,0.35,0.35
drop-by,0.4,0.5,0.4
drop-dead,0.1,0.5,0.3
drop-in,0.45,0.45,0.4
drop-into,0.4,0.45,0.45
drop-it,0.25,0.45,0.25
drop-kick,0.25,0.6,0.3
drop-off,0.25,0.35,0.3
drop-out,0.25,0.5,0.35
drop-pass,0.3,0.5,0.4
dropbox,0.8,0.65,0.6
dropkick,0.2,1.0,0.95
droplet,0.6,0.2,0.2
droplight,0.5,0.5,0.55
dropout,0.25,0.55,0.5
dropped,0.3,0.7,0.2
dropper,0.35,0.2,0.25
dropping,0.2,0.85,0.2
drought,0.15,0.35,0.25
drove,0.55,0.55,0.6
drown,0.05,0.85,0.25
drown-in,0.2,0.55,0.35
drown-out,0.35,0.45,0.2
drowse,0.65,0.05,0.35
drowsily,0.45,0.0,0.2
drowsiness,0.25,0.25,0.3
drowsy,0.4,0.2,0.25
drudge,0.15,0.75,0.15
drudger,0.2,1.0,0.05
drudgery,0.1,0.5,0.15
drug,0.2,0.8,0.45
drug-abuse,0.1,0.65,0.3
drug-addict,0.1,0.7,0.25
drug-addiction,0.05,0.55,0.25
drug-dealer,0.15,0.55,0.35
drug-dealing,0.05,0.75,0.4
drug-store,0.25,0.6,0.25
drug-testing,0.3,0.55,0.5
drug-war,0.1,0.6,0.5
drugged,0.1,0.8,0.05
druggie,0.0,0.85,0.25
druggist,0.25,0.55,0.4
druggy,0.15,0.8,0.3
drugless,0.85,0.05,0.3
drugmaker,0.65,0.85,0.9
drugs,0.15,0.75,0.35
drugstore,0.5,0.35,0.5
druid,0.5,0.45,0.5
druidic,0.6,0.2,0.75
druidism,0.85,0.3,0.8
drum,0.6,0.7,0.35
drum-kit,0.55,0.55,0.4
drum-set,0.6,0.5,0.5
drum-up,0.45,0.55,0.55
drumbeat,0.5,1.0,0.7
drumhead,0.5,0.85,0.6
drummer,0.65,0.7,0.55
drumming,0.6,0.75,0.45
drumstick,0.65,0.7,0.5
drunk,0.2,0.8,0.25
drunk-driver,0.35,0.65,0.45
drunk-driving,0.1,0.9,0.2
drunkard,0.25,0.9,0.25
drunken,0.15,0.85,0.25
drunkenly,0.15,0.95,0.2
drunkenness,0.2,0.8,0.35
dry,0.35,0.15,0.3
dry-cleaners,0.45,0.45,0.35
dry-cleaning,0.3,0.4,0.35
dry-ice,0.4,0.4,0.4
dry-out,0.25,0.3,0.3
dry-powder,0.35,0.4,0.45
dry-skin,0.25,0.3,0.4
dry-up,0.35,0.4,0.3
dryclean,0.5,0.2,0.55
drycleaner,0.5,0.8,0.55
dryer,0.5,0.35,0.25
drying-up,0.2,0.4,0.3
dryly,0.35,0.15,0.55
dryness,0.3,0.3,0.25
drywall,0.45,0.5,0.5
du-jour,0.45,0.45,0.45
dual,0.55,0.35,0.4
dualism,0.5,0.4,0.55
dualist,0.5,0.75,0.8
dualistic,0.5,0.2,0.8
dualistically,0.5,0.45,0.5
duality,0.45,0.5,0.5
dually,0.5,0.5,0.5
dub,0.5,0.5,0.4
dub-in,0.35,0.5,0.4
dubbed,0.5,0.85,0.75
dubbing,0.5,0.85,0.6
dubious,0.4,0.5,0.2
dubiously,0.15,0.45,0.3
dubiousness,0.15,0.2,0.2
dubitably,0.2,0.15,0.25
duchess,0.65,0.55,0.7
duck,0.6,0.35,0.25
duck-in,0.4,0.4,0.45
duckbill,0.5,0.25,0.5
ducking,0.35,0.55,0.3
duckling,0.6,0.35,0.25
ducktail,0.5,0.5,0.5
duckweed,0.35,0.05,0.05
ducky,0.5,0.45,0.35
duct,0.45,0.45,0.45
duct-tape,0.35,0.5,0.3
ductile,0.5,0.4,0.45
ductless,0.5,0.45,0.5
ductwork,0.5,0.4,0.6
dud,0.15,0.45,0.25
dude,0.8,0.35,0.6
dudes,0.8,0.85,0.75
duds,0.35,0.3,0.35
due,0.55,0.35,0.45
due-date,0.4,0.4,0.4
due-diligence,0.4,0.55,0.6
due-process,0.4,0.45,0.6
due-respect,0.65,0.45,0.45
due-to,0.4,0.45,0.25
duel,0.25,0.7,0.6
dueler,0.25,1.0,0.75
duelist,0.45,0.95,0.95
dues,0.35,0.45,0.3
duet,0.7,0.7,0.55
duffel,0.5,0.4,0.4
duffel-bag,0.6,0.5,0.4
duffle,0.5,0.45,0.5
dug,0.5,0.8,0.65
dugout,0.5,0.35,0.45
duh,0.35,0.45,0.35
duke,0.65,0.45,0.65
dukedom,0.85,0.2,1.0
dulcet,0.95,0.15,0.6
dulcimer,0.85,0.45,0.5
dull,0.2,0.1,0.2
dullard,0.45,0.05,0.35
duller,0.15,0.0,0.25
dullish,0.3,0.1,0.2
dullness,0.15,0.0,0.15
dully,0.15,0.05,0.25
duly,0.8,0.2,0.7
dum-dum,0.3,0.55,0.2
dumb,0.2,0.35,0.15
dumb-down,0.25,0.45,0.3
dumb-luck,0.3,0.45,0.35
dumbass,0.0,1.0,0.05
dumbasses,0.3,0.6,0.35
dumbbell,0.3,0.45,0.35
dumbbitch,0.3,0.65,0.4
dumber,0.2,0.5,0.35
dumbest,0.25,0.5,0.35
dumbfound,0.3,0.8,0.25
dumbing-down,0.25,0.5,0.4
dumbly,0.25,0.15,0.0
dumbness,0.05,0.15,0.1
dumbstruck,0.25,0.05,0.1
dumbwaiter,0.5,0.85,0.45
dumdum,0.15,0.3,0.05
dumfound,0.25,0.55,0.3
dumfounder,0.4,0.5,0.4
dummies,0.2,0.65,0.2
dummy,0.45,0.15,0.25
dump,0.35,0.5,0.35
dump-on,0.15,0.45,0.45
dump-truck,0.45,0.5,0.4
dumper,0.25,0.85,0.75
dumpiness,0.15,0.2,0.2
dumpling,0.6,0.3,0.35
dumplings,0.85,0.3,0.5
dumps,0.3,0.6,0.35
dumpster,0.25,0.4,0.1
dumpy,0.15,0.2,0.25
dun,0.45,0.45,0.35
dunce,0.2,0.35,0.15
dunderhead,0.0,0.5,0.1
dune,0.45,0.15,0.4
dung,0.1,0.55,0.15
dungaree,0.5,0.5,0.3
dungeon,0.25,0.6,0.45
dunghill,0.0,0.1,0.05
dunk,0.4,0.35,0.45
dunker,0.35,0.85,0.6
dunno,0.4,0.35,0.4
duo,0.55,0.5,0.45
duodecimal,0.5,0.45,0.55
duodenum,0.5,0.5,0.5
duotone,0.5,0.15,0.5
dupe,0.2,0.75,0.35
duplex,0.6,0.45,0.45
duplicability,0.75,0.5,0.75
duplicable,0.5,0.5,0.65
duplicate,0.5,0.5,0.35
duplication,0.5,0.55,0.55
duplicative,0.35,0.6,0.35
duplicator,0.5,0.85,0.6
duplicitous,0.1,0.85,0.85
duplicity,0.4,0.5,0.6
durability,0.75,0.4,0.8
durable,0.75,0.3,0.7
durableness,0.9,0.0,0.8
durably,0.8,0.0,0.8
duration,0.65,0.35,0.55
durational,0.5,0.45,0.55
duress,0.3,0.55,0.6
during,0.5,0.5,0.5
dusk,0.55,0.25,0.5
duskiness,0.3,0.05,0.4
dusky,0.25,0.55,0.35
dust,0.35,0.25,0.25
dust-off,0.4,0.3,0.2
dustbin,0.15,0.05,0.35
duster,0.4,0.25,0.3
dustily,0.35,0.15,0.35
dustiness,0.35,0.15,0.35
dustless,0.75,0.05,0.6
dustman,0.4,0.8,0.35
dustpan,0.6,0.45,0.35
dustproof,0.85,0.25,0.6
dusty,0.4,0.3,0.25
dutch-oven,0.4,0.4,0.45
dutchman,0.5,0.5,0.5
duties,0.35,0.8,0.8
dutiful,0.75,0.25,0.6
dutifully,0.85,0.5,0.25
dutifulness,0.85,0.25,0.75
duty,0.6,0.6,0.65
duvet,0.85,0.05,0.2
duvet-cover,0.4,0.35,0.4
dvd,0.45,0.4,0.35
dwarf,0.35,0.35,0.3
dwarfed,0.35,0.25,0.3
dwarfish,0.15,0.2,0.25
dwarfishly,0.25,0.3,0.15
dwarfishness,0.15,0.05,0.1
dwarfism,0.2,0.5,0.0
dwarves,0.5,0.3,0.4
dweeb,0.35,0.45,0.35
dwell,0.7,0.25,0.6
dwell-on,0.35,0.5,0.4
dweller,0.6,0.3,0.5
dwelling,0.75,0.35,0.5
dwelt,0.5,0.15,0.4
dwindle,0.15,0.7,0.25
dye,0.5,0.3,0.35
dyed,0.5,0.25,0.4
dying,0.05,0.65,0.4
dynamic,0.75,0.75,0.85
dynamical,0.8,0.75,0.85
dynamically,0.8,0.85,1.0
dynamics,0.75,0.7,0.8
dynamism,0.95,0.95,1.0
dynamist,0.75,0.9,0.95
dynamite,0.35,0.85,0.8
dynamo,0.55,0.65,0.6
dynastic,0.8,0.15,1.0
dynastical,0.55,0.5,0.9
dynastically,0.6,0.15,0.9
dynasty,0.75,0.6,0.95
dysenteric,0.0,0.75,0.1
dysentery,0.25,0.55,0.35
dysfunction,0.15,0.4,0.4
dysfunctional,0.1,0.55,0.3
dyslexia,0.15,0.4,0.1
dyslexic,0.35,0.65,0.2
dysmorphic,0.15,0.75,0.15
dyspepsia,0.2,0.45,0.45
dyspeptic,0.15,0.35,0.3
dysphasia,0.15,0.2,0.15
dysphonic,0.1,0.85,0.1
dysphoria,0.0,0.85,0.15
dysphoric,0.0,0.25,0.05
dysplasia,0.1,0.25,0.2
dystopia,0.0,0.85,0.55
dystopian,0.2,0.6,0.4
dystrophic,0.1,0.35,0.1
dystrophy,0.05,0.2,0.0
each,0.55,0.5,0.5
each-one,0.4,0.35,0.45
each-other,0.35,0.4,0.5
each-way,0.6,0.45,0.45
each-week,0.6,0.4,0.5
each-year,0.7,0.4,0.5
eachother,0.55,0.45,0.5
eager,0.5,0.8,0.3
eagerly,0.85,1.0,0.5
eagerness,0.4,0.6,0.45
eagle,0.6,0.6,0.7
eaglet,0.8,0.8,0.75
ear,0.45,0.2,0.25
ear-plugs,0.45,0.35,0.5
earache,0.1,0.75,0.1
eardrop,0.5,0.5,0.4
eardrum,0.55,0.45,0.5
earflap,0.5,0.15,0.4
earful,0.55,0.45,0.45
earl,0.6,0.45,0.8
earl-grey,0.55,0.45,0.3
earldom,0.85,0.1,1.0
