term,valence,arousal,dominance
apathies,-0.6,-0.1,-0.1
apathy,-1.2,0.2,0.2
apeshit,-0.9,-0.1,-0.1
apocalyptic,-3.4,0.9,0.7
apologise,1.6,0.6,0.2
apologised,0.4,-0.1,-0.1
apologises,0.8,-0.1,-0.1
apologising,0.2,-0.1,-0.1
apologize,0.4,0.4,0.4
apologized,1.3,0.3,0.2
apologizes,1.5,-0.1,-0.1
apologizing,-0.3,-0.1,-0.1
apology,0.2,0.3,0.4
appall,-2.4,0.8,0.8
appalled,-2.0,0.8,0.5
appalling,-1.5,0.8,0.4
appallingly,-2.0,-0.1,-0.1
appalls,-1.9,-0.1,-0.1
appease,1.1,0.3,0.4
appeased,0.9,-0.1,-0.1
appeases,0.9,-0.1,-0.1
appeasing,1.0,-0.1,-0.1
applaud,2.0,0.8,0.4
applauded,1.5,-0.1,-0.1
applauding,2.1,-0.1,-0.1
applauds,1.4,-0.1,-0.1
applause,1.8,0.8,0.6
appreciate,1.7,0.4,0.7
appreciated,2.3,0.4,0.8
appreciates,2.3,0.5,0.6
appreciating,1.9,-0.1,-0.1
appreciation,2.3,0.5,0.6
appreciations,1.7,-0.1,-0.1
appreciative,2.6,0.4,0.6
appreciatively,1.8,0.3,0.5
appreciativeness,1.6,0.3,0.7
appreciator,2.6,0.3,0.6
appreciators,1.5,-0.1,-0.1
appreciatory,1.7,0.3,0.6
apprehensible,1.1,0.3,0.6
apprehensibly,-0.2,-0.1,-0.1
apprehension,-2.1,0.7,0.4
apprehensions,-0.9,-0.1,-0.1
apprehensively,-0.3,0.2,0.2
apprehensiveness,-0.7,0.8,0.2
approval,2.1,0.4,0.9
approved,1.8,0.3,0.7
approves,1.7,-0.1,-0.1
ardent,2.1,0.8,0.7
arguable,-1.0,0.8,0.7
arguably,-1.0,0.6,0.6
argue,-1.4,0.8,0.5
argued,-1.5,0.8,0.7
arguer,-1.6,0.8,0.7
arguers,-1.4,-0.1,-0.1
argues,-1.6,-0.1,-0.1
arguing,-2.0,-0.1,-0.1
argument,-1.5,0.4,0.7
argumentative,-1.5,0.5,0.7
argumentatively,-1.8,0.8,0.7
argumentive,-1.5,-0.1,-0.1
arguments,-1.7,0.6,0.6
arrest,-1.4,0.9,0.5
arrested,-2.1,-0.1,-0.1
arrests,-1.9,-0.1,-0.1
arrogance,-2.4,0.7,0.6
arrogances,-1.9,-0.1,-0.1
arrogant,-2.2,0.7,0.6
arrogantly,-1.8,0.8,0.9
ashamed,-2.1,0.6,0.2
ashamedly,-1.7,0.3,0.1
ass,-2.5,-0.1,-0.1
assassination,-2.9,0.9,0.5
assassinations,-2.7,-0.1,-0.1
assault,-2.8,0.8,0.5
assaulted,-2.4,-0.1,-0.1
assaulting,-2.3,-0.1,-0.1
assaultive,-2.8,-0.1,-0.1
assaults,-2.5,-0.1,-0.1
asset,1.5,0.7,0.8
assets,0.7,0.6,0.7
assfucking,-2.5,-0.1,-0.1
assholes,-2.8,-0.1,-0.1
assurance,1.4,0.4,0.7
assurances,1.4,-0.1,-0.1
assure,1.4,0.4,0.8
assured,1.5,0.3,0.7
assuredly,1.6,0.4,0.8
assuredness,1.4,0.2,0.9
assurer,0.9,0.3,0.8
assurers,1.1,-0.1,-0.1
assures,1.3,-0.1,-0.1
assurgent,1.3,-0.1,-0.1
assuring,1.6,-0.1,-0.1
assuror,0.5,-0.1,-0.1
assurors,0.7,-0.1,-0.1
astonished,1.6,0.8,0.5
astound,1.7,0.6,0.4
astounded,1.8,-0.1,-0.1
astounding,1.8,0.9,0.8
astoundingly,2.1,-0.1,-0.1
astounds,2.1,-0.1,-0.1
attachment,1.2,0.3,0.5
attachments,1.1,-0.1,-0.1
attack,-2.1,0.9,0.6
attacked,-2.0,-0.1,-0.1
attacker,-2.7,1.0,0.3
attackers,-2.7,-0.1,-0.1
attacking,-2.0,0.8,0.6
attacks,-1.9,-0.1,-0.1
attract,1.5,0.6,0.7
attractancy,0.9,-0.1,-0.1
attractant,1.3,0.8,0.8
attractants,1.4,-0.1,-0.1
attracted,1.8,-0.1,-0.1
attracting,2.1,-0.1,-0.1
attraction,2.0,0.7,0.7
attractions,1.8,-0.1,-0.1
attractive,1.9,0.6,0.7
attractively,2.2,0.4,0.6
attractiveness,1.8,0.6,0.7
attractivenesses,2.1,-0.1,-0.1
attractor,1.2,0.5,0.8
attractors,1.2,-0.1,-0.1
attracts,1.7,-0.1,-0.1
audacious,0.9,0.9,0.8
authority,0.3,0.6,0.9
aversion,-1.9,0.6,0.5
aversions,-1.1,-0.1,-0.1
aversive,-1.6,0.2,0.2
aversively,-0.8,-0.1,-0.1
avert,-0.7,0.4,0.4
averted,-0.3,-0.1,-0.1
averts,-0.4,-0.1,-0.1
avid,1.2,0.4,0.6
avoid,-1.2,0.4,0.4
avoidance,-1.7,0.5,0.4
avoidances,-1.1,-0.1,-0.1
avoided,-1.4,-0.1,-0.1
avoider,-1.8,0.7,0.1
avoiders,-1.4,-0.1,-0.1
avoiding,-1.4,0.4,0.3
avoids,-0.7,-0.1,-0.1
await,0.4,0.2,0.3
awaited,-0.1,-0.1,-0.1
awaits,0.3,-0.1,-0.1
award,2.5,0.7,0.6
awardable,2.4,0.4,0.7
awarded,1.7,-0.1,-0.1
awardee,1.8,0.7,0.7
awardees,1.2,-0.1,-0.1
awarder,0.9,0.8,0.9
awarders,1.3,-0.1,-0.1
awarding,1.9,-0.1,-0.1
awards,2.0,0.7,0.6
awesome,3.1,0.8,0.9
awful,-2.0,0.8,0.4
awkward,-0.6,0.6,0.3
awkwardly,-1.3,0.7,0.2
awkwardness,-0.7,0.4,0.2
axe,-0.4,0.7,0.5
axed,-1.3,-0.1,-0.1
backed,0.1,-0.1,-0.1
backing,0.1,-0.1,-0.1
backs,-0.2,-0.1,-0.1
bad,-2.5,0.6,0.3
badass,1.4,0.8,0.7
badly,-2.1,0.5,0.3
bailout,-0.4,0.8,0.7
bamboozle,-1.5,0.8,0.4
bamboozled,-1.5,0.8,0.2
bamboozles,-1.5,-0.1,-0.1
ban,-2.6,0.7,0.6
banish,-1.9,0.7,0.5
bankrupt,-2.6,0.6,0.3
bankster,-2.1,-0.1,-0.1
banned,-2.0,0.3,1.0
bargain,0.8,0.5,0.6
barrier,-0.5,0.5,0.5
bashful,-0.1,0.4,0.2
bashfully,0.2,0.3,0.1
bashfulness,-0.8,0.2,0.1
bastard,-2.5,0.7,0.5
bastardies,-1.8,-0.1,-0.1
bastardise,-2.1,-0.1,-0.1
bastardised,-2.3,-0.1,-0.1
bastardises,-2.3,-0.1,-0.1
bastardising,-2.6,-0.1,-0.1
bastardization,-2.4,0.8,0.2
bastardizations,-2.1,-0.1,-0.1
bastardize,-2.4,0.8,0.2
bastardized,-2.0,-0.1,-0.1
bastardizes,-1.8,-0.1,-0.1
bastardizing,-2.3,-0.1,-0.1
bastardly,-2.7,0.8,0.6
bastards,-3.0,0.7,0.4
bastardy,-2.7,-0.1,-0.1
battle,-1.6,0.9,0.8
battled,-1.2,0.8,0.5
battlefield,-1.6,0.9,0.8
battlefields,-0.9,-0.1,-0.1
battlefront,-1.2,1.0,0.9
battlefronts,-0.8,-0.1,-0.1
battleground,-1.7,0.9,0.8
battlegrounds,-0.6,-0.1,-0.1
battlement,-0.4,0.2,0.8
battlements,-0.4,0.4,0.5
battler,-0.8,1.0,0.8
battlers,-0.2,-0.1,-0.1
battles,-1.6,-0.1,-0.1
battleship,-0.1,0.7,0.7
battleships,-0.5,-0.1,-0.1
battlewagon,-0.3,1.0,1.0
battlewagons,-0.5,-0.1,-0.1
battling,-1.1,-0.1,-0.1
beaten,-1.8,0.8,0.2
beatific,1.8,-0.1,-0.1
beating,-2.0,0.8,0.5
beaut,1.6,-0.1,-0.1
beauteous,2.5,0.2,0.6
beauteously,2.6,-0.1,-0.1
beauteousness,2.7,-0.1,-0.1
beautician,1.2,0.3,0.7
beauticians,0.4,-0.1,-0.1
beauties,2.4,0.4,0.6
beautification,1.9,0.5,0.7
beautifications,2.4,-0.1,-0.1
beautified,2.1,-0.1,-0.1
beautifier,1.7,0.8,0.7
beautifiers,1.7,-0.1,-0.1
beautifies,1.8,-0.1,-0.1
beautiful,2.9,0.6,0.6
beautifuler,2.1,-0.1,-0.1
beautifulest,2.6,-0.1,-0.1
beautifully,2.7,0.2,0.5
beautifulness,2.6,0.2,0.5
beautify,2.3,0.6,0.7
beautifying,2.3,-0.1,-0.1
beauts,1.7,-0.1,-0.1
beauty,2.8,0.6,0.6
belittle,-1.9,0.4,0.2
belittled,-2.0,0.4,0.2
beloved,2.3,0.6,0.7
benefic,1.4,-0.1,-0.1
benefice,0.4,-0.1,-0.1
beneficed,1.1,-0.1,-0.1
beneficence,2.8,0.4,0.7
beneficences,1.5,-0.1,-0.1
beneficent,2.3,0.3,0.7
beneficently,2.2,0.4,0.7
benefices,1.1,-0.1,-0.1
beneficial,1.9,0.6,0.7
beneficially,2.4,0.2,0.7
beneficialness,1.7,-0.1,-0.1
beneficiaries,1.8,-0.1,-0.1
beneficiary,2.1,0.4,0.6
beneficiate,1.0,0.8,0.7
beneficiation,0.4,0.8,0.7
benefit,2.0,0.4,0.8
benefits,1.6,-0.1,-0.1
benefitted,1.7,-0.1,-0.1
benefitting,1.9,-0.1,-0.1
benevolence,1.7,0.3,0.7
benevolences,1.9,-0.1,-0.1
benevolent,2.7,0.4,0.6
benevolently,1.4,0.2,0.7
benevolentness,1.2,-0.1,-0.1
benign,1.3,0.4,0.5
benignancy,0.6,-0.1,-0.1
benignant,2.2,-0.1,-0.1
benignantly,1.1,-0.1,-0.1
benignities,0.9,-0.1,-0.1
benignity,1.3,-0.1,-0.1
benignly,0.2,0.0,0.5
bereave,-2.1,0.2,0.0
bereaved,-2.1,0.5,0.2
bereaves,-1.9,-0.1,-0.1
bereaving,-1.3,-0.1,-0.1
best,3.2,0.4,0.7
betray,-3.2,0.8,0.5
betrayal,-2.8,0.7,0.4
betrayed,-3.0,0.7,0.3
betraying,-2.5,-0.1,-0.1
betrays,-2.5,-0.1,-0.1
better,1.9,0.5,0.8
bias,-0.4,0.3,0.5
biased,-1.1,0.3,0.3
bitch,-2.8,0.7,0.3
bitched,-2.6,-0.1,-0.1
bitcheries,-2.3,-0.1,-0.1
bitchery,-2.7,-0.1,-0.1
bitches,-2.9,-0.1,-0.1
bitchier,-2.0,-0.1,-0.1
bitchiest,-3.0,-0.1,-0.1
bitchily,-2.6,-0.1,-0.1
bitchiness,-2.6,0.8,0.5
bitching,-1.1,-0.1,-0.1
bitchy,-2.3,0.7,0.3
bitter,-1.8,0.6,0.4
bitterbrush,-0.2,-0.1,-0.1
bitterbrushes,-0.6,-0.1,-0.1
bittered,-1.8,-0.1,-0.1
bitterer,-1.9,-0.1,-0.1
bitterest,-2.3,-0.1,-0.1
bittering,-1.2,-0.1,-0.1
bitterish,-1.6,-0.1,-0.1
bitterly,-2.0,0.7,0.3
bittern,-0.2,-0.1,-0.1
bitterness,-1.7,0.6,0.2
bitterns,-0.4,-0.1,-0.1
bitterroots,-0.2,-0.1,-0.1
bitters,-0.4,-0.1,-0.1
bittersweet,-0.3,0.5,0.4
bittersweetness,-0.6,-0.1,-0.1
bittersweets,-0.2,-0.1,-0.1
bitterweeds,-0.5,-0.1,-0.1
bizarre,-1.3,0.6,0.4
blah,-0.4,0.4,0.4
blam,-0.2,-0.1,-0.1
blamable,-1.8,0.5,0.2
blamably,-1.8,-0.1,-0.1
blame,-1.4,0.6,0.3
blamed,-2.1,0.7,0.2
blameful,-1.7,0.2,0.3
blamefully,-1.6,0.8,0.2
blameless,0.7,0.2,0.3
blamelessly,0.9,0.0,0.3
blamelessness,0.6,0.0,0.7
blamer,-2.1,0.8,0.9
blamers,-2.0,-0.1,-0.1
blames,-1.7,-0.1,-0.1
blameworthiness,-1.6,0.2,0.2
blameworthy,-2.3,0.3,0.2
blaming,-2.2,-0.1,-0.1
bless,1.8,0.2,0.6
blessed,2.9,0.3,0.7
blesseder,2.0,-0.1,-0.1
blessedest,2.8,-0.1,-0.1
blessedly,1.7,0.0,0.5
blessedness,1.6,0.0,0.6
blesser,2.6,-0.1,-0.1
blessers,1.9,-0.1,-0.1
blesses,2.6,-0.1,-0.1
blessing,2.2,0.2,0.8
blessings,2.5,0.3,0.6
blind,-1.7,-0.1,-0.1
bliss,2.7,0.5,0.8
blissful,2.9,0.6,0.7
blithe,1.2,-0.1,-0.1
block,-1.9,0.3,0.4
blockbuster,2.9,0.7,0.9
blocked,-1.1,-0.1,-0.1
blocking,-1.6,-0.1,-0.1
blocks,-0.9,-0.1,-0.1
bloody,-1.9,0.9,0.5
blurry,-0.4,0.4,0.2
bold,1.6,0.2,0.5
bolder,1.2,-0.1,-0.1
boldest,1.6,-0.1,-0.1
boldface,0.3,0.8,0.8
boldfaced,-0.1,0.5,0.8
boldfaces,0.1,-0.1,-0.1
boldfacing,0.1,-0.1,-0.1
boldly,1.5,1.0,1.0
boldness,1.5,0.7,0.8
boldnesses,0.9,-0.1,-0.1
bolds,1.3,-0.1,-0.1
bomb,-2.2,0.9,0.7
bonus,2.5,0.6,0.7
bonuses,2.6,-0.1,-0.1
boost,1.7,0.7,0.7
boosted,1.5,-0.1,-0.1
boosting,1.4,-0.1,-0.1
boosts,1.3,-0.1,-0.1
bore,-1.0,0.4,0.4
boreal,-0.3,0.3,0.4
borecole,-0.2,-0.1,-0.1
borecoles,-0.3,-0.1,-0.1
bored,-1.1,0.2,0.2
boredom,-1.3,0.2,0.2
boredoms,-1.1,-0.1,-0.1
boreen,0.1,-0.1,-0.1
boreens,0.2,-0.1,-0.1
boreholes,-0.2,-0.1,-0.1
borer,-0.4,0.5,0.6
borers,-1.2,-0.1,-0.1
bores,-1.3,-0.1,-0.1
borescopes,-0.1,-0.1,-0.1
boresome,-1.3,-0.1,-0.1
boring,-1.3,0.2,0.1
bother,-1.4,0.8,0.3
botheration,-1.7,-0.1,-0.1
botherations,-1.3,-0.1,-0.1
bothered,-1.3,-0.1,-0.1
bothering,-1.6,0.7,0.4
bothers,-0.8,-0.1,-0.1
bothersome,-1.3,0.8,0.2
boycott,-1.3,0.7,0.5
boycotted,-1.7,-0.1,-0.1
boycotting,-1.7,-0.1,-0.1
boycotts,-1.4,-0.1,-0.1
brainwashing,-1.5,-0.1,-0.1
brave,2.4,0.7,0.8
braved,1.9,-0.1,-0.1
bravely,2.3,0.9,0.9
braver,2.4,0.8,0.8
braveries,2.0,-0.1,-0.1
bravery,2.2,0.7,0.8
braves,1.9,-0.1,-0.1
bravest,2.3,0.8,1.0
breathtaking,2.0,0.8,0.9
bribe,-0.8,0.7,0.4
bright,1.9,0.5,0.8
brighten,1.9,0.5,0.6
brightened,2.1,-0.1,-0.1
brightener,1.0,0.7,0.6
brighteners,1.0,-0.1,-0.1
brightening,2.5,-0.1,-0.1
brightens,1.5,0.6,0.6
brighter,1.6,0.7,0.8
brightest,3.0,0.5,0.8
brightly,1.5,-0.1,-0.1
brightness,1.6,0.6,0.6
brightnesses,1.4,-0.1,-0.1
brights,0.4,-0.1,-0.1
brightwork,1.1,-0.1,-0.1
brilliance,2.9,0.6,0.9
brilliances,2.9,-0.1,-0.1
brilliancies,2.3,-0.1,-0.1
brilliancy,2.6,0.0,0.9
brilliant,2.8,0.5,0.9
brilliantine,0.8,-0.1,-0.1
brilliantines,2.0,-0.1,-0.1
brilliantly,3.0,0.8,0.9
brilliants,1.9,-0.1,-0.1
brisk,0.6,0.7,0.7
broke,-1.8,0.6,0.3
broken,-2.1,0.5,0.3
brooding,0.1,0.3,0.3
brutal,-3.1,0.9,0.6
brutalise,-2.7,-0.1,-0.1
brutalised,-2.9,-0.1,-0.1
brutalises,-3.2,-0.1,-0.1
brutalising,-2.8,-0.1,-0.1
brutalities,-2.6,-0.1,-0.1
brutality,-3.0,0.8,0.5
brutalization,-2.1,0.9,0.5
brutalizations,-2.3,-0.1,-0.1
brutalize,-2.9,1.0,0.9
brutalized,-2.4,-0.1,-0.1
brutalizes,-3.2,-0.1,-0.1
brutalizing,-3.4,-0.1,-0.1
brutally,-3.0,1.0,1.0
bullied,-3.1,0.8,0.1
bullshit,-2.8,0.7,0.2
bully,-2.2,0.7,0.5
bullying,-2.9,-0.1,-0.1
bummer,-1.6,0.5,0.2
buoyant,0.9,0.4,0.5
burden,-1.9,0.6,0.7
burdened,-1.7,0.5,0.5
burdener,-1.3,-0.1,-0.1
burdeners,-1.7,-0.1,-0.1
burdening,-1.4,-0.1,-0.1
burdens,-1.5,-0.1,-0.1
burdensome,-1.8,0.7,0.4
bwahaha,0.4,-0.1,-0.1
bwahahah,2.5,-0.1,-0.1
calm,1.3,0.0,0.3
calmative,1.1,-0.1,-0.1
calmatives,0.5,-0.1,-0.1
calmed,1.6,-0.1,-0.1
calmer,1.5,-0.1,-0.1
calmest,1.6,-0.1,-0.1
calming,1.7,0.0,0.4
calmly,1.3,0.0,0.6
calmness,1.7,0.0,0.4
calmnesses,1.6,-0.1,-0.1
calmodulin,0.2,-0.1,-0.1
calms,1.3,-0.1,-0.1
can't stand,-2.0,-0.1,-0.1
cancel,-1.0,0.3,0.3
cancelled,-1.0,0.2,0.2
cancelling,-0.8,-0.1,-0.1
cancels,-0.9,-0.1,-0.1
cancer,-3.4,0.7,0.5
capable,1.6,0.6,0.5
captivated,1.6,-0.1,-0.1
care,2.2,0.3,0.5
cared,1.8,-0.1,-0.1
carefree,1.7,0.2,0.5
careful,0.6,0.5,0.5
carefully,0.5,0.3,0.5
carefulness,2.0,0.1,0.5
careless,-1.5,0.4,0.1
carelessly,-1.0,0.7,0.3
carelessness,-1.4,0.5,0.3
carelessnesses,-1.6,-0.1,-0.1
cares,2.0,-0.1,-0.1
caring,2.2,0.4,0.5
casual,0.8,0.2,0.4
casually,0.7,0.3,0.3
casualty,-2.4,0.2,0.2
catastrophe,-3.4,0.9,0.6
catastrophic,-2.2,0.9,0.6
cautious,-0.4,0.4,0.5
celebrate,2.7,0.8,0.8
celebrated,2.7,0.7,0.7
celebrates,2.7,-0.1,-0.1
celebrating,2.7,0.8,0.7
censor,-2.0,0.3,0.5
censored,-0.6,-0.1,-0.1
censors,-1.2,-0.1,-0.1
certain,1.1,0.3,0.6
certainly,1.4,0.5,0.7
certainties,0.9,-0.1,-0.1
certainty,1.0,0.4,0.7
chagrin,-1.9,0.7,0.2
chagrined,-1.4,0.7,0.3
challenge,0.3,0.9,0.7
challenged,-0.4,0.8,0.4
challenger,0.5,0.7,0.6
challengers,0.4,-0.1,-0.1
challenges,0.3,-0.1,-0.1
challenging,0.6,-0.1,-0.1
challengingly,-0.6,-0.1,-0.1
champ,2.1,0.7,0.9
champac,-0.2,-0.1,-0.1
champagne,1.2,0.6,0.4
champagnes,0.5,-0.1,-0.1
champaign,0.2,-0.1,-0.1
champaigns,0.5,-0.1,-0.1
champaks,-0.2,-0.1,-0.1
champed,1.0,-0.1,-0.1
champer,-0.1,-0.1,-0.1
champers,0.5,-0.1,-0.1
champerties,-0.1,-0.1,-0.1
champertous,0.3,-0.1,-0.1
champerty,-0.2,-0.1,-0.1
champignon,0.4,-0.1,-0.1
champignons,0.2,-0.1,-0.1
champing,0.7,-0.1,-0.1
champion,2.9,0.9,0.9
championed,1.2,-0.1,-0.1
championing,1.8,-0.1,-0.1
champions,2.4,-0.1,-0.1
championship,1.9,0.8,0.9
championships,2.2,-0.1,-0.1
champs,1.8,0.8,1.0
champy,1.0,-0.1,-0.1
chance,1.0,0.5,0.5
chances,0.8,-0.1,-0.1
chaos,-2.7,0.9,0.4
chaotic,-2.2,0.8,0.4
charged,-0.8,1.0,0.7
charges,-1.1,-0.1,-0.1
charitable,1.7,0.4,0.6
charitableness,1.9,0.3,0.4
charitablenesses,1.6,-0.1,-0.1
charitably,1.4,0.3,0.3
charities,2.2,0.2,0.4
charity,1.8,0.3,0.5
charm,1.7,0.3,0.7
charmed,2.0,0.5,0.7
charmer,1.9,0.7,0.8
charmers,2.1,-0.1,-0.1
charmeuse,0.3,-0.1,-0.1
charmeuses,0.4,-0.1,-0.1
charming,2.8,0.6,0.7
charminger,1.5,-0.1,-0.1
charmingest,2.4,-0.1,-0.1
charmingly,2.2,-0.1,-0.1
charmless,-1.8,0.2,0.2
charms,1.9,-0.1,-0.1
chastise,-2.5,0.8,0.9
chastised,-2.2,-0.1,-0.1
chastises,-1.7,-0.1,-0.1
chastising,-1.7,-0.1,-0.1
cheat,-2.0,0.8,0.4
cheated,-2.3,-0.1,-0.1
cheater,-2.5,0.9,0.3
cheaters,-1.9,-0.1,-0.1
cheating,-2.6,-0.1,-0.1
cheats,-1.8,-0.1,-0.1
cheer,2.3,0.8,0.8
cheered,2.3,0.6,0.8
cheerer,1.7,0.9,0.6
cheerers,1.8,-0.1,-0.1
cheerful,2.5,0.6,0.6
cheerfuller,1.9,-0.1,-0.1
cheerfullest,3.2,-0.1,-0.1
cheerfully,2.1,0.8,0.5
cheerfulness,2.1,0.8,0.6
cheerier,2.6,-0.1,-0.1
cheeriest,2.2,-0.1,-0.1
cheerily,2.5,1.0,0.5
cheeriness,2.5,0.8,0.7
cheering,2.3,0.8,0.6
cheerio,1.2,0.8,0.5
cheerlead,1.7,-0.1,-0.1
cheerleader,0.9,0.7,0.6
cheerleaders,1.2,-0.1,-0.1
cheerleading,1.2,0.7,0.4
cheerleads,1.2,-0.1,-0.1
cheerled,1.5,-0.1,-0.1
cheerless,-1.7,0.3,0.2
cheerlessly,-0.8,0.0,0.2
cheerlessness,-1.7,0.0,0.2
cheerly,2.4,-0.1,-0.1
cheers,2.1,0.7,0.7
cheery,2.6,0.6,0.5
cherish,1.6,0.5,0.6
cherishable,2.0,-0.1,-0.1
cherished,2.3,-0.1,-0.1
cherisher,2.2,0.2,0.2
cherishers,1.9,-0.1,-0.1
cherishes,2.2,-0.1,-0.1
cherishing,2.0,0.4,0.6
chic,1.1,0.6,0.4
childish,-1.2,0.4,0.2
chilling,-0.1,0.8,0.3
choke,-2.5,0.8,0.7
choked,-2.1,0.9,0.2
chokes,-2.0,-0.1,-0.1
choking,-2.0,-0.1,-0.1
chuckle,1.7,0.7,0.5
chuckled,1.2,-0.1,-0.1
chucklehead,-1.9,0.8,0.2
chuckleheaded,-1.3,-0.1,-0.1
chuckleheads,-1.1,-0.1,-0.1
chuckler,0.8,0.8,0.5
chucklers,1.2,-0.1,-0.1
chuckles,1.1,-0.1,-0.1
chucklesome,1.1,-0.1,-0.1
chuckling,1.4,-0.1,-0.1
chucklingly,1.2,-0.1,-0.1
clarifies,0.9,-0.1,-0.1
clarity,1.7,0.3,0.6
classy,1.9,0.4,0.6
clean,1.7,0.2,0.5
cleaner,0.7,0.5,0.4
clear,1.6,0.3,0.5
cleared,0.4,-0.1,-0.1
clearly,1.7,0.5,0.6
clears,0.3,-0.1,-0.1
clever,2.0,0.3,0.7
cleverer,2.0,-0.1,-0.1
cleverest,2.6,-0.1,-0.1
cleverish,1.0,0.6,0.5
cleverly,2.3,0.5,0.8
cleverness,2.3,0.5,0.9
clevernesses,1.4,-0.1,-0.1
clouded,-0.2,0.2,0.3
clueless,-1.5,0.3,0.2
cock,-0.6,-0.1,-0.1
cocksucker,-3.1,-0.1,-0.1
cocksuckers,-2.6,-0.1,-0.1
cocky,-0.5,0.8,0.5
coerced,-1.5,-0.1,-0.1
collapse,-2.2,0.7,0.3
collapsed,-1.1,0.0,0.1
collapses,-1.2,-0.1,-0.1
collapsing,-1.2,-0.1,-0.1
collide,-0.3,0.9,0.5
collides,-1.1,-0.1,-0.1
colliding,-0.5,-0.1,-0.1
collision,-1.5,0.8,0.6
collisions,-1.1,-0.1,-0.1
colluding,-1.2,-0.1,-0.1
combat,-1.4,0.8,0.8
combats,-0.8,-0.1,-0.1
comedian,1.6,0.7,0.6
comedians,1.2,-0.1,-0.1
comedic,1.7,0.8,0.5
comedically,2.1,-0.1,-0.1
comedienne,0.6,0.8,0.7
comediennes,1.6,-0.1,-0.1
comedies,1.7,-0.1,-0.1
comedo,0.3,-0.1,-0.1
comedones,-0.8,-0.1,-0.1
comedown,-0.8,0.2,0.1
comedowns,-0.9,-0.1,-0.1
comedy,1.5,0.5,0.5
comfort,1.5,0.2,0.6
comfortable,2.3,0.2,0.4
comfortableness,1.3,0.0,0.3
comfortably,1.8,0.0,0.5
comforted,1.8,-0.1,-0.1
comforter,1.9,0.2,0.3
comforters,1.2,-0.1,-0.1
comforting,1.7,0.3,0.6
comfortingly,1.7,-0.1,-0.1
comfortless,-1.8,0.0,0.2
comforts,2.1,-0.1,-0.1
commend,1.9,0.7,0.7
commended,1.9,-0.1,-0.1
commit,1.2,0.5,0.5
commitment,1.6,0.7,0.8
commitments,0.5,-0.1,-0.1
commits,0.1,-0.1,-0.1
committed,1.1,0.5,0.7
committing,0.3,0.8,0.7
compassion,2.0,0.2,0.5
compassionate,2.2,0.4,0.4
compassionated,1.6,-0.1,-0.1
compassionately,1.7,0.2,0.4
compassionateness,0.9,-0.1,-0.1
compassionates,1.6,-0.1,-0.1
compassionating,1.6,-0.1,-0.1
compassionless,-2.6,0.2,0.3
compelled,0.2,0.6,0.3
compelling,0.9,0.5,0.8
competent,1.3,0.5,0.9
competitive,0.7,0.7,0.9
complacent,-0.3,0.4,0.5
complain,-1.5,0.7,0.3
complainant,-0.7,0.8,0.3
complainants,-1.1,-0.1,-0.1
complained,-1.7,-0.1,-0.1
complainer,-1.8,0.8,0.2
complainers,-1.3,-0.1,-0.1
complaining,-0.8,-0.1,-0.1
complainingly,-1.7,-0.1,-0.1
complains,-1.6,-0.1,-0.1
complaint,-1.2,0.6,0.3
complaints,-1.7,-0.1,-0.1
compliment,2.1,0.5,0.6
complimentarily,1.7,0.2,0.6
complimentary,1.9,0.4,0.4
complimented,1.8,-0.1,-0.1
complimenting,2.3,-0.1,-0.1
compliments,1.7,-0.1,-0.1
comprehensive,1.0,0.4,0.6
conciliate,1.0,0.7,0.7
conciliated,1.1,-0.1,-0.1
conciliates,1.1,-0.1,-0.1
conciliating,1.3,-0.1,-0.1
condemn,-1.6,0.8,0.6
condemnation,-2.8,0.7,0.4
condemned,-1.9,-0.1,-0.1
condemns,-2.3,-0.1,-0.1
confidence,2.3,0.3,0.9
confident,2.2,0.3,0.7
confidently,2.1,0.6,1.0
conflict,-1.3,0.9,0.4
conflicting,-1.7,0.7,0.5
conflictive,-1.8,0.8,0.6
conflicts,-1.6,-0.1,-0.1
confront,-0.7,0.7,0.7
confrontation,-1.3,0.8,0.6
confrontational,-1.6,0.9,0.9
confrontationist,-1.0,-0.1,-0.1
confrontationists,-1.2,-0.1,-0.1
confrontations,-1.5,-0.1,-0.1
confronted,-0.8,-0.1,-0.1
confronter,-0.3,0.8,0.9
confronters,-1.3,-0.1,-0.1
confronting,-0.6,-0.1,-0.1
confronts,-0.9,-0.1,-0.1
confuse,-0.9,0.6,0.2
confused,-1.3,0.6,0.2
confusedly,-0.6,0.8,0.1
confusedness,-1.5,-0.1,-0.1
confuses,-1.3,-0.1,-0.1
confusing,-0.9,0.7,0.2
confusingly,-1.4,-0.1,-0.1
confusion,-1.2,0.6,0.3
confusional,-1.2,-0.1,-0.1
confusions,-0.9,-0.1,-0.1
congrats,2.4,0.7,0.8
congratulate,2.2,0.7,0.8
congratulation,2.9,0.8,0.7
congratulations,2.9,0.7,0.7
consent,0.9,0.5,0.6
consents,1.0,-0.1,-0.1
considerate,1.9,0.4,0.6
consolable,1.1,0.1,0.2
conspiracy,-2.4,0.8,0.6
constrained,-0.4,0.5,0.3
contagion,-2.0,0.6,0.5
contagions,-1.5,-0.1,-0.1
contagious,-1.4,0.7,0.4
contempt,-2.8,0.6,0.4
contemptibilities,-2.0,-0.1,-0.1
contemptibility,-0.9,0.2,0.1
