term,valence,arousal,dominance
coinciding,0.66,0.38,0.62
coiner,0.5,0.78,0.78
coinheritance,0.54,0.5,0.54
coinsurance,0.38,0.24,0.56
coital,0.5,1.0,0.5
coitus,0.78,1.0,0.52
coke,0.4,0.46,0.4
cokehead,0.0,1.0,0.12
cola,0.46,0.32,0.24
colander,0.5,0.38,0.5
cold,0.36,0.54,0.4
cold-air,0.4,0.42,0.34
cold-blood,0.26,0.5,0.46
cold-blooded,0.4,0.54,0.36
cold-call,0.34,0.48,0.38
cold-cuts,0.46,0.34,0.46
cold-feet,0.2,0.4,0.28
cold-front,0.32,0.46,0.46
cold-hearted,0.26,0.46,0.5
cold-one,0.54,0.44,0.44
cold-open,0.6,0.52,0.5
cold-shoulder,0.18,0.46,0.44
cold-snap,0.38,0.4,0.32
cold-storage,0.44,0.44,0.46
cold-sweat,0.3,0.54,0.32
cold-turkey,0.34,0.4,0.38
cold-war,0.32,0.56,0.5
cold-water,0.46,0.3,0.46
cold-weather,0.48,0.4,0.42
cold-winter,0.32,0.46,0.38
coldblooded,0.16,0.16,0.84
colder,0.36,0.38,0.38
coldhearted,0.0,0.16,0.98
coldheartedly,0.0,0.22,0.84
coldish,0.32,0.18,0.38
coldly,0.36,0.36,0.4
coldness,0.08,0.46,0.42
coldsweat,0.42,0.48,0.32
coleslaw,0.7,0.3,0.32
colic,0.14,0.72,0.36
colicky,0.16,0.96,0.06
coliseum,0.6,0.66,0.7
colitis,0.14,0.32,0.16
collaborate,0.82,0.44,0.56
collaborate-with,0.64,0.56,0.58
collaboration,0.88,0.62,0.74
collaborationism,0.76,0.76,0.18
collaborationist,0.16,0.84,0.62
collaborative,0.84,0.78,0.78
collaboratively,0.84,0.84,0.78
collaborator,0.72,0.32,0.76
collage,0.68,0.32,0.38
collagen,0.54,0.24,0.44
collapse,0.2,0.68,0.34
collapsed,0.16,0.0,0.12
collapsibility,0.32,0.24,0.32
collapsible,0.54,0.5,0.24
collar,0.64,0.44,0.44
collar-bone,0.44,0.42,0.42
collarbone,0.42,0.42,0.3
collard,0.5,0.16,0.5
collard-greens,0.58,0.48,0.6
collarless,0.5,0.48,0.4
collate,0.44,0.44,0.58
collateral,0.52,0.42,0.7
collateral-damage,0.18,0.56,0.36
collaterally,0.5,0.2,0.58
collation,0.52,0.32,0.5
collative,0.5,0.3,0.66
collator,0.5,0.84,0.78
colleague,0.74,0.4,0.6
collect,0.64,0.48,0.48
collectability,0.84,0.78,0.7
collectable,0.8,0.16,0.56
collected,0.56,0.4,0.58
collectedly,0.84,0.16,0.76
collectedness,0.88,0.0,0.88
collectible,0.88,0.2,0.6
collecting-dust,0.32,0.44,0.36
collection,0.72,0.3,0.58
collective,0.58,0.46,0.7
collective-agreement,0.58,0.62,0.76
collective-bargaining,0.52,0.68,0.56
collectively,0.82,0.56,0.54
collectiveness,0.68,0.52,0.78
collectivism,0.84,0.58,0.56
collectivist,0.64,0.16,0.68
collectivity,0.84,0.32,0.74
collectivization,0.24,0.8,0.84
collector,0.54,0.48,0.64
collectorship,0.66,0.16,0.6
college,0.7,0.46,0.74
college-degree,0.82,0.44,0.64
college-student,0.68,0.5,0.6
collegial,0.84,0.16,0.78
collegiality,1.0,0.2,0.74
collegian,0.74,0.78,0.6
collegiate,0.58,0.46,0.68
collegiately,0.84,0.56,0.62
collide,0.26,0.88,0.56
collider,0.56,0.84,0.86
collie,0.56,0.3,0.32
collision,0.24,0.84,0.58
collisional,0.28,0.84,0.72
collocation,0.64,0.36,0.6
colloid,0.5,0.5,0.5
colloidal,0.5,0.4,0.56
colloquia,0.82,0.78,0.64
colloquial,0.6,0.36,0.36
colloquialism,0.5,0.24,0.6
colloquially,0.52,0.32,0.5
colloquist,0.5,0.66,0.62
colloquium,0.54,0.44,0.76
collude,0.16,0.84,0.94
collusion,0.36,0.5,0.4
collusive,0.16,0.84,0.88
collusively,0.16,0.84,0.9
collusiveness,0.18,0.84,0.38
cologne,0.66,0.4,0.54
colombian,0.5,0.5,0.5
colon,0.44,0.4,0.38
colon-cancer,0.12,0.68,0.3
colonel,0.46,0.58,0.88
colonial,0.56,0.32,0.62
colonialism,0.16,0.78,0.94
colonialist,0.16,0.84,0.9
colonially,0.46,0.2,0.84
colonic,0.32,0.42,0.42
colonies,0.46,0.28,0.84
colonist,0.5,0.84,0.78
colonization,0.16,0.84,0.98
colonize,0.26,0.84,0.96
colonizer,0.16,0.84,0.98
colonnade,0.84,0.4,0.68
colonoscopy,0.2,0.52,0.46
colony,0.7,0.36,0.6
colophon,0.5,0.4,0.38
color,0.78,0.28,0.4
color-in,0.56,0.36,0.5
color-scheme,0.66,0.46,0.48
colorable,0.66,0.58,0.64
colorant,0.5,0.24,0.7
coloration,0.54,0.52,0.44
colorblind,0.38,0.16,0.46
colorectal,0.2,0.5,0.48
colored,0.8,0.32,0.26
colorfast,0.72,0.0,0.76
colorful,0.84,0.52,0.52
colorfully,0.84,0.68,0.54
colorfulness,0.86,0.56,0.56
coloring,0.78,0.46,0.36
coloring-book,0.7,0.32,0.5
colorist,0.8,0.8,0.56
colorization,0.7,0.78,0.68
colorize,0.84,0.82,0.66
colorless,0.36,0.34,0.24
colorlessly,0.32,0.08,0.16
colorlessness,0.32,0.06,0.32
colors,0.88,0.34,0.34
colossal,0.7,0.68,0.9
colossally,0.84,0.56,0.96
colossus,0.84,0.5,1.0
colostomy,0.14,0.3,0.26
colour,0.74,0.32,0.5
colt,0.56,0.58,0.54
coltish,0.72,0.84,0.3
columbine,0.52,0.52,0.4
column,0.48,0.24,0.66
columnar,0.44,0.34,0.48
columnist,0.64,0.36,0.64
com,0.4,0.38,0.38
coma,0.22,0.26,0.3
comatose,0.14,0.44,0.42
comb,0.48,0.12,0.26
combat,0.3,0.84,0.84
combatable,0.4,0.84,0.74
combatant,0.52,0.84,0.78
combative,0.38,0.68,0.82
combatively,0.16,0.96,0.96
combativeness,0.16,1.0,1.0
combinable,0.68,0.5,0.78
combination,0.7,0.48,0.72
combinational,0.56,0.3,0.68
combinative,0.72,0.6,0.76
combinatorial,0.56,0.42,0.42
combine,0.66,0.44,0.54
combined,0.62,0.36,0.5
combiner,0.5,0.84,0.84
combo,0.7,0.44,0.46
combust,0.16,1.0,0.9
combustibility,0.38,0.72,0.52
combustible,0.38,0.64,0.74
combustion,0.46,0.8,0.58
combustion-engine,0.44,0.6,0.6
combustive,0.22,0.96,0.78
combustor,0.5,0.96,0.72
come,0.52,0.26,0.56
come-about,0.52,0.44,0.4
come-across,0.58,0.54,0.46
come-after,0.5,0.46,0.32
come-again,0.54,0.62,0.4
come-alive,0.64,0.66,0.66
come-along,0.48,0.46,0.6
come-around,0.56,0.56,0.44
come-as,0.46,0.48,0.44
come-at,0.42,0.56,0.6
come-away,0.56,0.54,0.56
come-back,0.6,0.4,0.42
come-before,0.56,0.5,0.46
come-between,0.44,0.48,0.46
come-by,0.46,0.5,0.46
come-clean,0.64,0.44,0.4
come-close,0.54,0.42,0.42
come-down,0.24,0.38,0.38
come-first,0.62,0.66,0.72
come-for,0.48,0.5,0.46
come-forward,0.7,0.54,0.66
come-from,0.68,0.44,0.54
come-home,0.62,0.4,0.64
come-in,0.62,0.5,0.5
come-into,0.54,0.42,0.54
come-naturally,0.82,0.48,0.58
come-near,0.56,0.5,0.54
come-of,0.4,0.44,0.6
come-off,0.4,0.48,0.28
come-on,0.54,0.58,0.54
come-online,0.44,0.52,0.7
come-out,0.48,0.42,0.26
come-over,0.58,0.46,0.4
come-round,0.58,0.46,0.64
come-through,0.54,0.58,0.56
come-to,0.54,0.38,0.4
come-together,0.84,0.62,0.62
come-true,0.78,0.42,0.54
come-under,0.4,0.5,0.42
come-up,0.6,0.46,0.5
come-upon,0.62,0.48,0.48
come-with,0.52,0.46,0.42
comeback,0.58,0.4,0.56
comedian,0.8,0.72,0.6
comedic,0.84,0.78,0.5
comedienne,0.74,0.84,0.68
comedown,0.16,0.18,0.1
comedy,0.92,0.56,0.52
comeliness,1.0,0.14,0.7
comely,0.96,0.24,0.6
comet,0.7,0.68,0.46
comeuppance,0.16,0.8,0.78
comfort,0.86,0.22,0.66
comfort-food,0.82,0.38,0.62
comfort-zone,0.9,0.04,0.52
comfortable,0.92,0.16,0.46
comfortableness,0.98,0.04,0.36
comfortably,0.9,0.02,0.5
comforter,0.62,0.26,0.3
comforting,0.9,0.32,0.62
comfortless,0.0,0.04,0.24
comfortlessly,0.02,0.16,0.14
comfortlessness,0.08,0.0,0.1
comfy,0.92,0.24,0.62
comic,0.9,0.46,0.38
comic-book,0.64,0.32,0.54
comic-relief,0.66,0.46,0.34
comic-strip,0.56,0.4,0.5
comical,0.84,0.72,0.32
comically,0.84,0.68,0.5
comics,0.68,0.56,0.38
coming,0.64,0.4,0.5
coming-together,0.84,0.54,0.78
comma,0.34,0.26,0.24
command,0.42,0.78,0.84
command-line,0.32,0.62,0.62
commandant,0.62,0.7,0.94
commandeer,0.54,0.64,0.92
commander,0.52,0.62,0.9
commandership,0.84,0.78,1.0
commanding,0.56,0.66,0.92
commandment,0.64,0.48,0.88
commando,0.32,0.7,0.82
commemorate,0.84,0.7,0.7
commemoration,0.72,0.62,0.76
commemorative,0.74,0.44,0.76
commemoratively,0.84,0.16,0.62
commemorator,0.84,0.56,0.66
commemoratory,0.84,0.5,0.84
commence,0.76,0.58,0.74
commencement,0.84,0.74,0.76
commencer,0.52,0.7,0.66
commend,0.96,0.76,0.76
commendable,0.78,0.56,0.56
commendably,1.0,0.16,0.88
commendation,0.9,0.5,0.64
commendatory,1.0,0.78,0.78
commensurability,0.84,0.2,0.76
commensurable,0.78,0.66,0.7
commensurably,0.74,0.1,0.76
commensurate,0.6,0.3,0.54
commensurately,0.76,0.16,0.6
commensuration,0.62,0.66,0.76
comment,0.66,0.4,0.38
comment-on,0.44,0.5,0.5
commentary,0.6,0.4,0.44
commentate,0.84,0.84,0.7
commentator,0.48,0.5,0.6
commenter,0.5,0.84,0.7
commerce,0.64,0.5,0.78
commercial,0.8,0.48,0.52
commercial-break,0.64,0.44,0.5
commercialism,0.32,0.84,0.82
commercialist,0.32,0.84,0.78
commercialistic,0.32,0.5,0.78
commerciality,0.5,0.54,0.7
commercialization,0.28,0.84,0.84
commercialize,0.32,0.84,0.76
commercially,0.78,0.5,0.74
commie,0.38,0.52,0.46
commies,0.1,0.84,0.9
commiserate,0.16,0.16,0.2
commiseration,0.32,0.16,0.26
commiserative,0.84,0.24,0.32
commiseratively,0.3,0.18,0.2
commissar,0.2,0.84,1.0
commissary,0.38,0.5,0.78
commission,0.66,0.48,0.56
commissionaire,0.52,0.78,0.72
commissioner,0.6,0.44,0.94
commissionership,0.84,0.22,0.88
commit,0.36,0.52,0.48
commit-suicide,0.06,0.68,0.18
commitment,0.7,0.7,0.84
committable,0.32,0.24,0.7
committal,0.46,0.52,0.58
committed,0.7,0.54,0.7
committee,0.58,0.38,0.72
committeeman,0.54,0.72,0.84
committeewoman,0.5,0.84,0.84
committer,0.8,0.78,0.72
committing,0.5,0.84,0.74
commode,0.32,0.16,0.46
commodification,0.32,0.74,0.8
commodity,0.62,0.4,0.54
commodore,0.42,0.52,0.64
common,0.6,0.12,0.32
common-cause,0.44,0.42,0.64
common-cold,0.38,0.32,0.42
common-courtesy,0.82,0.5,0.54
common-denominator,0.4,0.52,0.5
common-good,0.84,0.4,0.7
common-ground,0.72,0.38,0.62
common-knowledge,0.7,0.54,0.72
common-law,0.54,0.48,0.52
common-man,0.56,0.48,0.5
common-misconception,0.3,0.54,0.42
common-name,0.48,0.36,0.32
common-people,0.54,0.36,0.5
common-sense,0.7,0.42,0.58
common-stock,0.36,0.46,0.56
common-thread,0.52,0.46,0.5
commonality,0.56,0.16,0.48
commoner,0.44,0.36,0.32
commonly,0.6,0.16,0.56
commonness,0.32,0.22,0.4
commonplace,0.52,0.32,0.44
commons,0.64,0.4,0.62
commonsense,0.86,0.22,0.78
commonsensical,0.84,0.24,0.82
commonwealth,0.62,0.4,0.7
commotion,0.48,0.7,0.64
communal,0.58,0.32,0.56
communalism,0.84,0.34,0.74
communalist,0.78,0.82,0.78
communalistic,0.84,0.28,0.7
communality,0.84,0.2,0.7
communalization,0.84,0.84,0.62
communalize,0.7,0.84,0.7
communally,0.8,0.56,0.56
commune,0.5,0.48,0.64
communicability,0.8,0.68,0.66
communicable,0.78,0.48,0.62
communicable-disease,0.26,0.64,0.36
communicably,0.52,0.84,0.66
communicant,0.84,0.4,0.68
communicate,0.82,0.4,0.7
communication,0.84,0.4,0.64
communicational,0.84,0.78,0.62
communicative,0.84,0.56,0.64
communicatively,0.84,0.64,0.78
communicativeness,0.94,0.8,0.78
communicator,0.56,0.5,0.78
communicatory,0.72,0.84,0.72
communion,0.76,0.36,0.6
communism,0.26,0.56,0.62
communist,0.26,0.7,0.62
communist-party,0.4,0.62,0.52
communistic,0.18,0.24,0.78
communitarian,0.84,0.2,0.66
communities,0.8,0.2,0.78
community,0.74,0.34,0.66
community-care,0.82,0.42,0.52
community-center,0.62,0.6,0.64
community-college,0.58,0.56,0.66
community-garden,0.74,0.56,0.46
community-service,0.68,0.68,0.76
communize,0.3,0.8,0.62
commutability,0.72,0.16,0.62
commutable,0.78,0.5,0.62
commutation,0.46,0.42,0.64
commutative,0.66,0.44,0.56
commutatively,0.5,0.22,0.74
commute,0.62,0.58,0.56
commuter,0.64,0.52,0.5
comp,0.56,0.44,0.36
compact,0.46,0.4,0.66
compacter,0.5,0.84,0.88
compaction,0.52,0.46,0.58
compactly,0.5,0.16,0.62
compactness,0.58,0.34,0.46
compactor,0.5,0.84,0.78
companies,0.52,0.8,0.94
companion,0.76,0.38,0.62
companionability,1.0,0.2,0.64
companionable,1.0,0.24,0.44
companionably,0.98,0.16,0.44
companionless,0.26,0.26,0.2
companionship,0.84,0.44,0.78
company,0.9,0.42,0.8
company-name,0.72,0.44,0.56
comparability,0.78,0.32,0.56
comparable,0.56,0.44,0.46
comparable-to,0.5,0.5,0.6
comparableness,0.62,0.24,0.62
comparably,0.5,0.2,0.5
comparative,0.46,0.26,0.56
comparatively,0.6,0.38,0.54
comparativeness,0.5,0.78,0.64
compare,0.54,0.4,0.52
compare-notes,0.52,0.46,0.54
compare-to,0.42,0.54,0.42
compare-with,0.44,0.52,0.46
compared,0.5,0.6,0.68
comparer,0.5,0.78,0.84
comparison,0.58,0.46,0.48
compartment,0.5,0.38,0.6
compartmental,0.52,0.24,0.66
compartmentalization,0.52,0.16,0.78
compartmentalize,0.44,0.74,0.82
compartmentally,0.5,0.26,0.6
compass,0.54,0.3,0.52
compassion,0.72,0.26,0.5
compassionate,0.84,0.4,0.4
compassionately,0.98,0.18,0.38
compassionless,0.06,0.12,0.32
compatibility,0.82,0.44,0.66
compatible,0.88,0.38,0.64
compatibly,1.0,0.2,0.6
compatriot,0.84,0.28,0.72
compatriotism,0.96,0.7,0.74
compel,0.2,0.84,0.62
compellable,0.48,0.72,0.48
compellation,0.36,0.7,0.84
compelled,0.32,0.64,0.34
compeller,0.32,0.98,1.0
compelling,0.7,0.56,0.86
compendium,0.6,0.46,0.54
compensable,0.76,0.5,0.7
compensate,0.6,0.42,0.76
compensation,0.78,0.46,0.6
compensational,0.68,0.22,0.62
compensative,0.78,0.46,0.64
compensator,0.74,0.82,0.76
compensatory,0.58,0.48,0.7
compete,0.56,0.74,0.78
competence,0.62,0.8,0.78
competency,0.76,0.78,0.76
competent,0.86,0.56,0.9
competently,0.9,0.76,1.0
competition,0.58,0.78,0.8
competitive,0.44,0.72,0.9
competitively,0.52,0.9,0.84
competitiveness,0.84,0.84,0.96
competitor,0.6,0.96,0.86
compilation,0.52,0.5,0.6
compile,0.6,0.4,0.52
compiler,0.84,0.8,0.84
complacence,0.32,0.0,0.16
complacency,0.6,0.5,0.52
complacent,0.62,0.44,0.52
complacently,0.32,0.1,0.2
complain,0.14,0.68,0.36
complainant,0.18,0.8,0.32
complainer,0.16,0.84,0.2
complaint,0.14,0.6,0.28
complaisance,0.84,0.16,0.14
complement,0.76,0.26,0.6
complementary,0.7,0.32,0.58
complementation,0.84,0.5,0.64
complete,0.74,0.4,0.8
complete-with,0.7,0.44,0.54
completed,0.82,0.36,0.78
completely,0.72,0.36,0.68
completeness,0.82,0.42,0.76
completer,0.84,0.84,0.78
completing,0.62,0.5,0.76
completion,0.64,0.46,0.52
completive,0.5,0.66,0.8
complex,0.38,0.6,0.54
complexed,0.3,0.56,0.6
complexion,0.52,0.52,0.38
complexity,0.48,0.62,0.6
complexly,0.5,0.3,0.7
compliable,0.78,0.28,0.16
compliance,0.74,0.46,0.74
compliancy,0.84,0.16,0.08
compliant,0.66,0.3,0.52
compliantly,0.66,0.18,0.1
complicate,0.2,0.64,0.4
complicated,0.2,0.66,0.46
complicatedly,0.38,0.8,0.18
complicatedness,0.16,0.16,0.38
complication,0.36,0.72,0.32
complicit,0.34,0.44,0.54
complicity,0.32,0.68,0.66
complier,0.84,0.78,0.16
compliment,0.82,0.48,0.64
compliment-on,0.76,0.54,0.44
complimentarily,1.0,0.16,0.6
complimentary,0.82,0.4,0.42
comply,0.8,0.36,0.64
comply-with,0.42,0.42,0.32
complying,0.72,0.42,0.58
compo,0.5,0.34,0.38
component,0.52,0.38,0.52
compose,0.64,0.42,0.7
composed,0.68,0.38,0.68
composedly,0.84,0.0,0.78
composer,0.82,0.58,0.68
composite,0.58,0.46,0.62
compositely,0.5,0.2,0.56
compositeness,0.72,0.22,0.52
composition,0.76,0.4,0.64
compositional,0.84,0.78,0.72
compositionally,0.46,0.4,0.62
compositor,0.5,0.84,0.78
compost,0.48,0.4,0.44
composure,0.8,0.36,0.7
compote,0.76,0.16,0.5
compound,0.64,0.38,0.72
compound-interest,0.66,0.58,0.56
compoundable,0.84,0.24,0.62
compounder,0.5,0.78,0.78
comprehend,0.88,0.36,0.68
comprehendible,0.8,0.06,0.84
comprehensibility,0.96,0.16,0.8
comprehensible,0.98,0.36,0.74
comprehensibleness,0.94,0.16,0.84
comprehensibly,0.8,0.24,0.64
comprehension,0.9,0.38,0.68
comprehensive,0.78,0.38,0.64
comprehensively,0.84,0.7,0.8
comprehensiveness,1.0,0.26,0.86
compress,0.4,0.4,0.46
compressed,0.32,0.4,0.38
compressibility,0.5,0.32,0.6
compressible,0.62,0.38,0.58
compression,0.64,0.52,0.58
compressive,0.5,0.78,0.78
compressively,0.5,0.84,0.7
compressor,0.42,0.48,0.62
comprisable,0.5,0.2,0.64
comprise,0.84,0.38,0.66
comprised,0.5,0.24,0.58
compromise,0.66,0.52,0.8
compromised,0.16,0.2,0.3
compromiser,0.7,0.72,0.36
comptroller,0.4,0.48,0.86
compulsion,0.12,0.76,0.6
compulsive,0.34,0.86,0.56
compulsively,0.16,0.84,0.18
compulsiveness,0.16,0.84,0.56
compulsivity,0.16,0.84,0.32
compulsorily,0.2,0.84,0.96
compulsory,0.34,0.54,0.78
compunction,0.16,0.16,0.36
computability,0.84,0.2,0.78
computable,0.56,0.4,0.54
computably,0.5,0.66,0.72
computation,0.58,0.42,0.7
computational,0.64,0.76,0.84
compute,0.52,0.4,0.56
computer,0.8,0.36,0.64
computer-science,0.6,0.46,0.64
computer-screen,0.66,0.46,0.5
computer-system,0.66,0.58,0.72
computerization,0.84,0.84,0.88
computerize,0.84,0.78,0.8
computerized,0.66,0.44,0.64
computing,0.74,0.4,0.7
comrade,0.78,0.4,0.8
comradeship,0.98,0.16,0.7
con,0.26,0.72,0.42
con-artist,0.34,0.56,0.58
con-man,0.18,0.56,0.54
concatenation,0.48,0.6,0.54
concave,0.44,0.34,0.34
concavely,0.5,0.46,0.44
concaveness,0.5,0.02,0.5
concavity,0.44,0.0,0.46
conceal,0.3,0.42,0.3
concealable,0.38,0.16,0.6
concealed,0.34,0.36,0.34
concealment,0.3,0.56,0.38
concede,0.66,0.32,0.46
conceded,0.32,0.7,0.26
conceder,0.5,0.84,0.18
conceit,0.36,0.62,0.3
conceited,0.2,0.66,0.46
conceitedly,0.16,0.8,0.24
conceitedness,0.16,0.24,0.8
conceivability,0.5,0.44,0.68
conceivable,0.72,0.34,0.62
conceivableness,0.5,0.42,0.6
conceivably,0.5,0.5,0.5
conceive,0.7,0.54,0.7
conceive-of,0.64,0.44,0.58
conceived,0.58,0.16,0.7
conceiver,0.82,0.82,0.84
concentrate,0.74,0.44,0.74
concentrate-on,0.62,0.72,0.7
concentrated,0.84,0.4,0.76
concentration,0.72,0.5,0.72
concentration-camp,0.22,0.64,0.52
concentrative,0.84,0.8,0.9
concentrator,0.84,0.84,0.8
concentric,0.72,0.48,0.64
concentrically,0.5,0.22,0.72
concentricity,0.5,0.12,0.56
concept,0.56,0.26,0.62
conception,0.7,0.48,0.62
conceptive,0.84,0.46,0.68
conceptual,0.74,0.5,0.76
conceptualism,0.74,0.16,0.7
conceptualist,0.76,0.74,0.84
conceptualistic,0.68,0.52,0.74
conceptuality,0.8,0.16,0.74
conceptualization,0.8,0.84,0.78
conceptualize,0.78,0.8,0.84
conceptually,0.52,0.22,0.64
concern,0.24,0.72,0.46
concerned,0.28,0.7,0.34
concerned-with,0.54,0.52,0.6
concernedly,0.32,0.82,0.32
concernedness,0.72,0.48,0.4
concert,0.94,0.86,0.72
concertedly,0.84,0.84,0.84
concertgoer,0.88,0.84,0.4
concertina,0.5,0.76,0.46
concertino,0.84,0.84,0.78
concertmaster,0.86,0.84,0.94
concerto,0.62,0.76,0.68
concession,0.58,0.42,0.62
concession-stand,0.6,0.54,0.64
concessionaire,0.52,0.8,0.72
concessional,0.76,0.48,0.64
concessionary,0.8,0.18,0.32
concessioner,0.5,0.46,0.68
concessive,0.52,0.16,0.48
conch,0.58,0.3,0.34
concierge,0.48,0.34,0.34
conciliate,0.84,0.7,0.68
conciliation,0.78,0.46,0.72
conciliator,0.84,0.24,0.66
conciliatorily,1.0,0.16,0.68
conciliatory,1.0,0.16,0.38
concise,0.58,0.3,0.62
concisely,0.84,0.28,0.7
conciseness,0.84,0.16,0.84
conclave,0.56,0.44,0.6
conclude,0.52,0.26,0.68
concluded,0.5,0.16,0.7
concluder,0.74,0.76,0.78
concluding,0.52,0.38,0.6
conclusion,0.62,0.38,0.66
conclusive,0.5,0.42,0.74
conclusively,0.76,0.5,0.84
conclusiveness,0.84,0.24,0.84
concoct,0.84,0.84,0.8
concocter,0.5,0.84,0.76
concoction,0.44,0.46,0.4
concoctive,0.52,0.84,0.7
concoctor,0.5,0.78,0.78
concomitant,0.42,0.48,0.72
concord,0.66,0.32,0.58
concordance,0.62,0.36,0.6
concordant,0.92,0.16,0.76
concordantly,0.78,0.18,0.62
concours,0.5,0.52,0.48
concourse,0.74,0.64,0.52
concrete,0.64,0.42,0.54
concrete-jungle,0.36,0.52,0.58
concretely,0.52,0.5,0.76
concreteness,0.5,0.06,0.64
concubine,0.38,0.6,0.46
concur,0.46,0.4,0.42
concurrence,0.76,0.62,0.62
concurrency,0.84,0.84,0.76
concurrent,0.56,0.54,0.74
concurrently,0.5,0.5,0.74
concurring,0.84,0.64,0.7
concuss,0.0,0.94,0.54
concussion,0.06,0.7,0.48
concussive,0.16,1.0,0.88
condemn,0.1,0.78,0.62
condemnable,0.0,0.24,0.6
condemnation,0.14,0.72,0.44
condemnatory,0.0,0.22,0.76
condemner,0.08,0.84,0.96
condensability,0.5,0.04,0.5
condensable,0.5,0.2,0.6
condensate,0.5,0.48,0.56
condensation,0.5,0.32,0.54
condensational,0.5,0.24,0.5
condense,0.5,0.22,0.8
condensed,0.6,0.4,0.62
condensed-milk,0.64,0.42,0.52
condenser,0.5,0.16,0.76
condescend,0.16,0.76,0.76
condescendence,0.16,0.18,0.78
condescending,0.58,0.36,0.6
condescension,0.52,0.38,0.56
condiment,0.52,0.32,0.42
condition,0.5,0.44,0.52
conditional,0.52,0.34,0.56
conditionality,0.5,0.24,0.3
conditionally,0.4,0.42,0.62
conditioned,0.48,0.4,0.62
conditioner,0.78,0.36,0.54
conditioning,0.44,0.46,0.62
conditions,0.54,0.44,0.6
condo,0.44,0.28,0.6
condolence,0.26,0.44,0.4
condolences,0.2,0.48,0.28
condom,0.4,0.64,0.5
condominium,0.76,0.46,0.5
condonable,0.84,0.2,0.34
condone,0.56,0.44,0.62
condoner,0.32,0.2,0.66
condor,0.56,0.38,0.52
conduce,0.8,0.82,0.78
conducive,0.78,0.48,0.68
conduciveness,1.0,0.26,0.68
conduct,0.46,0.5,0.74
conductibility,0.52,0.84,0.7
conductible,0.66,0.5,0.68
conduction,0.52,0.56,0.7
conductive,0.84,0.64,0.66
conductively,0.5,0.16,0.62
conductivity,0.58,0.56,0.64
conductor,0.66,0.66,0.62
conductorship,0.84,0.82,0.96
conductress,0.5,0.84,0.84
conduit,0.46,0.3,0.4
cone,0.4,0.2,0.34
coney-island,0.54,0.46,0.6
confabulation,0.32,0.84,0.26
confection,0.84,0.32,0.4
confectionary,0.86,0.4,0.28
confectioner,0.78,0.8,0.6
confectionery,0.84,0.26,0.48
confederacy,0.58,0.54,0.72
confederate,0.54,0.54,0.78
confederate-flag,0.38,0.56,0.62
confederation,0.66,0.4,0.82
confederative,0.54,0.78,0.78
confer,0.56,0.48,0.58
conference,0.68,0.62,0.6
conference-call,0.6,0.6,0.78
conference-room,0.66,0.56,0.7
conferrable,0.84,0.16,0.66
confess,0.36,0.7,0.42
confessable,0.58,0.42,0.4
confession,0.46,0.64,0.46
confessional,0.46,0.38,0.62
confessionary,0.32,0.78,0.22
confessions,0.32,0.54,0.66
confessor,0.7,0.54,0.64
confetti,0.78,0.56,0.24
confidant,0.84,0.64,0.62
confide,0.66,0.46,0.6
confide-in,0.58,0.48,0.46
confidence,0.96,0.26,0.94
confidence-level,0.78,0.6,0.78
confident,0.76,0.32,0.72
confidential,0.64,0.46,0.76
confidentiality,0.66,0.42,0.72
confidentially,0.64,0.46,0.56
confidently,0.9,0.58,0.98
confider,0.84,0.52,0.56
configuration,0.54,0.44,0.58
configurationally,0.5,0.16,0.66
configurative,0.5,0.22,0.74
configure,0.72,0.8,0.82
confinable,0.46,0.22,0.24
confine,0.32,0.54,0.54
confined,0.28,0.46,0.44
confinement,0.32,0.64,0.52
confiner,0.26,0.78,0.96
confines,0.4,0.38,0.54
confirm,0.8,0.44,0.8
confirmable,0.78,0.16,0.7
confirmation,0.82,0.48,0.68
confirmative,0.84,0.2,0.72
confirmatory,0.64,0.5,0.68
confirmed,0.76,0.48,0.76
confirmer,0.84,0.84,0.68
confiscate,0.24,0.62,0.48
confiscated,0.16,0.84,0.94
confiscation,0.2,0.7,0.58
confiscator,0.16,0.84,0.96
confit,0.82,0.16,0.5
conflagrant,0.02,0.98,0.78
conflagrate,0.08,1.0,0.94
conflagration,0.34,0.72,0.6
conflate,0.5,0.78,0.74
conflated,0.32,0.76,0.38
conflict,0.32,0.9,0.46
conflicting,0.16,0.74,0.56
confliction,0.16,0.84,0.28
conflictive,0.16,0.84,0.58
confluence,0.66,0.6,0.56
confluent,0.5,0.56,0.7
conform,0.48,0.38,0.38
conform-to,0.66,0.48,0.6
conformability,0.8,0.2,0.64
conformable,0.84,0.26,0.24
conformance,0.6,0.28,0.26
conformant,0.76,0.18,0.74
conformation,0.62,0.42,0.7
conformational,0.5,0.16,0.74
conformed,0.32,0.26,0.22
conformer,0.36,0.36,0.18
conformism,0.32,0.2,0.2
conformist,0.3,0.3,0.28
conformity,0.64,0.36,0.58
confound,0.34,0.52,0.32
confounded,0.32,0.52,0.26
confoundedly,0.16,0.74,0.32
confoundedness,0.16,0.16,0.16
confounder,0.28,0.5,0.6
confront,0.28,0.76,0.74
confrontation,0.16,0.86,0.66
confrontational,0.16,0.96,0.9
confronter,0.28,0.84,0.9
confusability,0.16,0.2,0.24
confusable,0.3,0.18,0.2
