term,valence,arousal,dominance
commute,0.62,0.58,0.57
commuter,0.64,0.52,0.51
comp,0.57,0.45,0.37
compact,0.46,0.41,0.67
compacter,0.5,0.84,0.88
compaction,0.53,0.47,0.58
compactly,0.5,0.16,0.62
compactness,0.58,0.35,0.46
compactor,0.5,0.84,0.78
companies,0.52,0.81,0.95
companion,0.77,0.38,0.62
companionability,1.0,0.21,0.65
companionable,1.0,0.24,0.44
companionably,0.98,0.16,0.44
companionless,0.27,0.26,0.2
companionship,0.84,0.44,0.79
company,0.91,0.43,0.8
company-name,0.73,0.44,0.57
comparability,0.79,0.33,0.57
comparable,0.56,0.44,0.46
comparable-to,0.5,0.51,0.6
comparableness,0.63,0.25,0.62
comparably,0.5,0.21,0.5
comparative,0.47,0.27,0.56
comparatively,0.6,0.39,0.54
comparativeness,0.5,0.79,0.65
compare,0.55,0.41,0.53
compare-notes,0.53,0.46,0.55
compare-to,0.43,0.55,0.43
compare-with,0.45,0.53,0.46
compared,0.5,0.6,0.69
comparer,0.5,0.79,0.84
comparison,0.59,0.46,0.49
compartment,0.5,0.39,0.6
compartmental,0.52,0.25,0.67
compartmentalization,0.53,0.16,0.79
compartmentalize,0.44,0.75,0.82
compartmentally,0.5,0.26,0.61
compass,0.54,0.3,0.53
compassion,0.73,0.26,0.51
compassionate,0.85,0.4,0.41
compassionately,0.98,0.19,0.38
compassionless,0.07,0.13,0.33
compatibility,0.82,0.45,0.67
compatible,0.89,0.38,0.64
compatibly,1.0,0.21,0.61
compatriot,0.84,0.29,0.73
compatriotism,0.97,0.71,0.74
compel,0.2,0.84,0.62
compellable,0.48,0.73,0.48
compellation,0.36,0.7,0.84
compelled,0.33,0.65,0.35
compeller,0.33,0.98,1.0
compelling,0.7,0.57,0.87
compendium,0.61,0.46,0.54
compensable,0.76,0.5,0.7
compensate,0.61,0.43,0.76
compensation,0.78,0.47,0.6
compensational,0.69,0.23,0.62
compensative,0.78,0.47,0.65
compensator,0.74,0.82,0.76
compensatory,0.59,0.49,0.7
compete,0.57,0.74,0.78
competence,0.62,0.8,0.79
competency,0.77,0.78,0.77
competent,0.86,0.56,0.91
competently,0.9,0.77,1.0
competition,0.58,0.79,0.8
competitive,0.44,0.72,0.91
competitively,0.52,0.91,0.85
competitiveness,0.84,0.85,0.96
competitor,0.61,0.96,0.86
compilation,0.53,0.51,0.6
compile,0.6,0.41,0.52
compiler,0.84,0.81,0.84
complacence,0.33,0.0,0.16
complacency,0.6,0.51,0.52
complacent,0.62,0.45,0.52
complacently,0.33,0.11,0.21
complain,0.15,0.68,0.36
complainant,0.19,0.81,0.32
complainer,0.16,0.84,0.21
complaint,0.15,0.6,0.28
complaisance,0.84,0.16,0.15
complement,0.76,0.27,0.6
complementary,0.71,0.32,0.59
complementation,0.84,0.5,0.65
complete,0.75,0.41,0.81
complete-with,0.71,0.44,0.54
completed,0.83,0.36,0.78
completely,0.73,0.37,0.69
completeness,0.83,0.43,0.77
completer,0.84,0.84,0.79
completing,0.62,0.5,0.77
completion,0.65,0.47,0.53
completive,0.5,0.67,0.8
complex,0.39,0.61,0.55
complexed,0.31,0.57,0.61
complexion,0.52,0.52,0.38
complexity,0.48,0.62,0.6
complexly,0.5,0.31,0.71
compliable,0.79,0.29,0.16
compliance,0.75,0.46,0.75
compliancy,0.84,0.16,0.08
compliant,0.67,0.31,0.52
compliantly,0.67,0.19,0.1
complicate,0.21,0.65,0.4
complicated,0.21,0.66,0.46
complicatedly,0.38,0.81,0.19
complicatedness,0.16,0.16,0.38
complication,0.36,0.73,0.33
complicit,0.34,0.44,0.54
complicity,0.33,0.68,0.67
complier,0.84,0.78,0.16
compliment,0.82,0.49,0.65
compliment-on,0.77,0.54,0.45
complimentarily,1.0,0.16,0.6
complimentary,0.83,0.41,0.43
comply,0.8,0.37,0.64
comply-with,0.43,0.43,0.33
complying,0.73,0.43,0.59
compo,0.5,0.35,0.39
component,0.53,0.38,0.53
compose,0.64,0.43,0.7
composed,0.68,0.38,0.68
composedly,0.84,0.0,0.79
composer,0.82,0.59,0.69
composite,0.59,0.46,0.62
compositely,0.5,0.21,0.56
compositeness,0.72,0.22,0.53
composition,0.77,0.41,0.65
compositional,0.84,0.79,0.73
compositionally,0.47,0.4,0.63
compositor,0.5,0.84,0.78
compost,0.48,0.4,0.44
composure,0.8,0.36,0.71
compote,0.77,0.16,0.5
compound,0.64,0.38,0.73
compound-interest,0.67,0.59,0.56
compoundable,0.84,0.24,0.62
compounder,0.5,0.79,0.79
comprehend,0.88,0.36,0.69
comprehendible,0.81,0.06,0.84
comprehensibility,0.97,0.16,0.81
comprehensible,0.98,0.36,0.75
comprehensibleness,0.94,0.16,0.84
comprehensibly,0.8,0.25,0.64
comprehension,0.91,0.38,0.69
comprehensive,0.79,0.38,0.64
comprehensively,0.84,0.71,0.81
comprehensiveness,1.0,0.27,0.86
compress,0.4,0.41,0.46
compressed,0.33,0.4,0.39
compressibility,0.5,0.32,0.6
compressible,0.62,0.39,0.59
compression,0.64,0.52,0.58
compressive,0.5,0.78,0.78
compressively,0.5,0.84,0.71
compressor,0.42,0.48,0.63
comprisable,0.5,0.21,0.64
comprise,0.84,0.38,0.67
comprised,0.5,0.25,0.59
compromise,0.67,0.52,0.8
compromised,0.16,0.2,0.31
compromiser,0.7,0.73,0.36
comptroller,0.4,0.48,0.86
compulsion,0.12,0.76,0.6
compulsive,0.35,0.87,0.57
compulsively,0.16,0.85,0.19
compulsiveness,0.16,0.85,0.56
compulsivity,0.16,0.84,0.33
compulsorily,0.21,0.84,0.97
compulsory,0.35,0.54,0.79
compunction,0.16,0.16,0.37
computability,0.84,0.21,0.79
computable,0.57,0.4,0.54
computably,0.5,0.67,0.73
computation,0.59,0.43,0.7
computational,0.64,0.77,0.84
compute,0.53,0.41,0.57
computer,0.8,0.36,0.64
computer-science,0.61,0.47,0.65
computer-screen,0.67,0.46,0.51
computer-system,0.67,0.59,0.73
computerization,0.84,0.84,0.89
computerize,0.84,0.79,0.8
computerized,0.67,0.45,0.65
computing,0.74,0.4,0.7
comrade,0.78,0.41,0.8
comradeship,0.98,0.16,0.71
con,0.26,0.73,0.43
con-artist,0.35,0.57,0.59
con-man,0.19,0.56,0.54
concatenation,0.48,0.6,0.54
concave,0.44,0.35,0.35
concavely,0.5,0.46,0.45
concaveness,0.5,0.03,0.5
concavity,0.44,0.0,0.46
conceal,0.31,0.43,0.3
concealable,0.39,0.16,0.6
concealed,0.35,0.36,0.35
concealment,0.3,0.57,0.39
concede,0.67,0.33,0.47
conceded,0.33,0.7,0.27
conceder,0.5,0.84,0.19
conceit,0.36,0.62,0.31
conceited,0.2,0.67,0.47
conceitedly,0.16,0.81,0.24
conceitedness,0.16,0.25,0.81
conceivability,0.5,0.45,0.68
conceivable,0.73,0.35,0.62
conceivableness,0.5,0.43,0.6
conceivably,0.5,0.5,0.5
conceive,0.71,0.54,0.7
conceive-of,0.64,0.45,0.59
conceived,0.59,0.16,0.7
conceiver,0.82,0.82,0.84
concentrate,0.75,0.44,0.74
concentrate-on,0.62,0.72,0.71
concentrated,0.84,0.4,0.77
concentration,0.73,0.5,0.72
concentration-camp,0.22,0.64,0.53
concentrative,0.84,0.81,0.9
concentrator,0.84,0.84,0.81
concentric,0.73,0.48,0.64
concentrically,0.5,0.23,0.72
concentricity,0.5,0.13,0.56
concept,0.57,0.27,0.63
conception,0.7,0.49,0.62
conceptive,0.84,0.46,0.69
conceptual,0.75,0.5,0.76
conceptualism,0.75,0.16,0.7
conceptualist,0.77,0.75,0.84
conceptualistic,0.68,0.52,0.74
conceptuality,0.81,0.16,0.74
conceptualization,0.81,0.84,0.78
conceptualize,0.79,0.81,0.84
conceptually,0.53,0.22,0.65
concern,0.25,0.73,0.46
concerned,0.29,0.7,0.35
concerned-with,0.54,0.53,0.61
concernedly,0.33,0.82,0.33
concernedness,0.73,0.48,0.4
concert,0.94,0.86,0.72
concertedly,0.84,0.84,0.84
concertgoer,0.88,0.84,0.41
concertina,0.5,0.77,0.46
concertino,0.84,0.84,0.78
concertmaster,0.86,0.84,0.95
concerto,0.62,0.76,0.68
concession,0.59,0.43,0.62
concession-stand,0.6,0.54,0.65
concessionaire,0.53,0.81,0.72
concessional,0.77,0.49,0.65
concessionary,0.81,0.18,0.33
concessioner,0.5,0.46,0.69
concessive,0.53,0.16,0.48
conch,0.59,0.3,0.34
concierge,0.48,0.35,0.35
conciliate,0.85,0.7,0.69
conciliation,0.79,0.47,0.73
conciliator,0.85,0.24,0.67
conciliatorily,1.0,0.16,0.69
conciliatory,1.0,0.16,0.38
concise,0.59,0.3,0.62
concisely,0.84,0.28,0.71
conciseness,0.85,0.16,0.84
conclave,0.57,0.44,0.61
conclude,0.53,0.27,0.68
concluded,0.5,0.16,0.7
concluder,0.74,0.76,0.78
concluding,0.53,0.38,0.6
conclusion,0.62,0.38,0.66
conclusive,0.5,0.43,0.74
conclusively,0.77,0.5,0.85
conclusiveness,0.85,0.24,0.84
concoct,0.84,0.84,0.81
concocter,0.5,0.84,0.76
concoction,0.45,0.46,0.41
concoctive,0.52,0.84,0.71
concoctor,0.5,0.79,0.78
concomitant,0.43,0.48,0.73
concord,0.67,0.32,0.59
concordance,0.62,0.36,0.61
concordant,0.93,0.16,0.77
concordantly,0.78,0.18,0.62
concours,0.5,0.53,0.49
concourse,0.74,0.65,0.53
concrete,0.64,0.42,0.54
concrete-jungle,0.36,0.52,0.58
concretely,0.52,0.5,0.77
concreteness,0.5,0.06,0.64
concubine,0.39,0.6,0.47
concur,0.46,0.4,0.43
concurrence,0.77,0.62,0.62
concurrency,0.84,0.84,0.77
concurrent,0.57,0.54,0.74
concurrently,0.5,0.5,0.75
concurring,0.84,0.64,0.71
concuss,0.0,0.95,0.54
concussion,0.07,0.71,0.48
concussive,0.16,1.0,0.88
condemn,0.1,0.79,0.62
condemnable,0.0,0.25,0.6
condemnation,0.14,0.73,0.45
condemnatory,0.0,0.22,0.76
condemner,0.09,0.84,0.96
condensability,0.5,0.05,0.5
condensable,0.5,0.21,0.6
condensate,0.5,0.48,0.57
condensation,0.51,0.32,0.54
condensational,0.5,0.25,0.5
condense,0.5,0.22,0.81
condensed,0.6,0.41,0.62
condensed-milk,0.64,0.42,0.52
condenser,0.5,0.16,0.77
condescend,0.16,0.76,0.76
condescendence,0.16,0.19,0.79
condescending,0.59,0.36,0.6
condescension,0.52,0.38,0.57
condiment,0.52,0.33,0.43
condition,0.5,0.44,0.52
conditional,0.52,0.35,0.56
conditionality,0.5,0.25,0.3
conditionally,0.4,0.42,0.62
conditioned,0.49,0.41,0.62
conditioner,0.78,0.36,0.54
conditioning,0.44,0.47,0.62
conditions,0.55,0.44,0.6
condo,0.44,0.29,0.6
condolence,0.26,0.44,0.4
condolences,0.2,0.48,0.29
condom,0.4,0.64,0.5
condominium,0.76,0.46,0.5
condonable,0.84,0.21,0.35
condone,0.57,0.44,0.62
condoner,0.32,0.21,0.67
condor,0.57,0.39,0.52
conduce,0.81,0.82,0.78
conducive,0.78,0.48,0.68
conduciveness,1.0,0.26,0.69
conduct,0.46,0.51,0.75
conductibility,0.52,0.84,0.71
conductible,0.67,0.5,0.69
conduction,0.53,0.56,0.71
conductive,0.85,0.64,0.67
conductively,0.5,0.16,0.63
conductivity,0.59,0.57,0.64
conductor,0.67,0.67,0.62
conductorship,0.84,0.82,0.96
conductress,0.5,0.84,0.84
conduit,0.47,0.3,0.41
cone,0.41,0.21,0.35
coney-island,0.55,0.47,0.6
confabulation,0.33,0.84,0.26
confection,0.84,0.33,0.41
confectionary,0.86,0.41,0.28
confectioner,0.78,0.81,0.6
confectionery,0.84,0.26,0.48
confederacy,0.59,0.54,0.73
confederate,0.55,0.54,0.79
confederate-flag,0.38,0.57,0.62
confederation,0.67,0.4,0.83
confederative,0.55,0.78,0.78
confer,0.57,0.48,0.59
conference,0.69,0.62,0.6
conference-call,0.6,0.6,0.78
conference-room,0.66,0.56,0.7
conferrable,0.84,0.16,0.67
confess,0.36,0.71,0.43
confessable,0.59,0.43,0.4
confession,0.47,0.64,0.46
confessional,0.46,0.39,0.63
confessionary,0.33,0.78,0.22
confessions,0.33,0.54,0.66
confessor,0.7,0.54,0.65
confetti,0.78,0.57,0.25
confidant,0.84,0.64,0.63
confide,0.67,0.47,0.6
confide-in,0.59,0.49,0.46
confidence,0.96,0.27,0.95
confidence-level,0.78,0.61,0.79
confident,0.77,0.33,0.73
confidential,0.64,0.47,0.76
confidentiality,0.67,0.43,0.72
confidentially,0.64,0.47,0.56
confidently,0.91,0.59,0.98
confider,0.84,0.52,0.57
configuration,0.54,0.44,0.59
configurationally,0.5,0.16,0.67
configurative,0.5,0.22,0.75
configure,0.73,0.81,0.82
confinable,0.46,0.22,0.25
confine,0.33,0.55,0.54
confined,0.29,0.47,0.44
confinement,0.33,0.65,0.52
confiner,0.27,0.78,0.96
confines,0.4,0.38,0.54
confirm,0.8,0.44,0.8
confirmable,0.78,0.16,0.71
confirmation,0.83,0.48,0.69
confirmative,0.84,0.21,0.73
confirmatory,0.65,0.5,0.68
confirmed,0.76,0.49,0.77
confirmer,0.84,0.84,0.68
confiscate,0.25,0.62,0.48
confiscated,0.16,0.84,0.94
confiscation,0.21,0.7,0.59
confiscator,0.16,0.84,0.97
confit,0.82,0.16,0.5
conflagrant,0.02,0.98,0.79
conflagrate,0.09,1.0,0.95
conflagration,0.35,0.72,0.6
conflate,0.5,0.79,0.75
conflated,0.33,0.76,0.39
conflict,0.33,0.91,0.47
conflicting,0.17,0.74,0.56
confliction,0.16,0.84,0.28
conflictive,0.16,0.84,0.59
confluence,0.67,0.6,0.57
confluent,0.5,0.56,0.71
conform,0.48,0.38,0.38
conform-to,0.66,0.48,0.6
conformability,0.8,0.2,0.64
conformable,0.84,0.27,0.25
conformance,0.61,0.28,0.26
conformant,0.76,0.18,0.75
conformation,0.62,0.43,0.71
conformational,0.5,0.16,0.75
conformed,0.33,0.26,0.22
conformer,0.36,0.37,0.18
conformism,0.33,0.21,0.2
conformist,0.31,0.31,0.28
conformity,0.64,0.36,0.58
confound,0.35,0.53,0.33
confounded,0.33,0.53,0.27
confoundedly,0.16,0.75,0.33
confoundedness,0.16,0.16,0.16
confounder,0.29,0.5,0.61
confront,0.28,0.76,0.74
confrontation,0.17,0.87,0.66
confrontational,0.16,0.97,0.91
confronter,0.29,0.85,0.9
confusability,0.16,0.21,0.24
confusable,0.31,0.18,0.21
confuse,0.1,0.58,0.27
confused,0.22,0.65,0.18
confusedly,0.3,0.84,0.09
confuser,0.22,0.84,0.26
confusing,0.23,0.69,0.22
confusion,0.26,0.67,0.27
conga,0.47,0.53,0.44
congeal,0.21,0.16,0.5
congealable,0.5,0.16,0.56
congealer,0.33,0.64,0.54
congealment,0.33,0.06,0.25
congenial,0.82,0.41,0.62
congeniality,1.0,0.16,0.69
congenially,0.93,0.31,0.59
congenital,0.45,0.43,0.43
congenitally,0.48,0.02,0.5
congest,0.16,0.84,0.27
congestible,0.16,0.64,0.38
congestion,0.27,0.65,0.49
congestive,0.16,0.26,0.24
conglomerate,0.5,0.5,0.84
conglomeration,0.54,0.72,0.67
congrats,0.93,0.73,0.78
congratulate,0.92,0.73,0.78
congratulation,0.95,0.78,0.71
congratulations,0.96,0.76,0.72
congratulator,1.0,0.84,0.69
congratulatory,0.96,0.62,0.69
congregant,0.67,0.22,0.46
congregate,0.65,0.53,0.73
congregation,0.56,0.49,0.7
congregational,0.67,0.79,0.71
congregationalism,0.5,0.79,0.67
congregationally,0.84,0.79,0.6
congregative,0.78,0.84,0.62
congregator,0.5,0.63,0.71
congress,0.45,0.44,0.85
congressional,0.55,0.49,0.85
congressional-district,0.4,0.65,0.7
congressionalist,0.5,0.79,0.84
congressionally,0.5,0.79,0.84
congressman,0.44,0.47,0.88
congresswoman,0.55,0.84,0.98
congruence,0.65,0.47,0.57
congruency,0.79,0.16,0.69
congruent,0.85,0.21,0.82
congruently,0.54,0.16,0.55
congruity,0.86,0.16,0.79
congruous,0.79,0.21,0.69
congruously,0.84,0.46,0.75
congruousness,0.78,0.16,0.67
conic,0.51,0.37,0.38
conical,0.49,0.42,0.47
conically,0.5,0.5,0.5
conifer,0.6,0.29,0.53
coniferous,0.5,0.19,0.57
conjecturable,0.5,0.21,0.67
conjectural,0.5,0.21,0.54
conjecturally,0.54,0.67,0.38
conjecture,0.4,0.4,0.54
conjecturer,0.5,0.84,0.72
conjoin,0.84,0.65,0.74
conjoiner,0.5,0.5,0.59
conjointly,0.5,0.79,0.82
conjugal,0.7,0.51,0.69
conjugality,0.97,0.24,0.74
conjugally,0.73,0.16,0.67
conjugant,0.5,0.44,0.5
conjugate,0.59,0.42,0.46
conjugated,0.52,0.35,0.65
conjugation,0.48,0.43,0.58
conjugational,0.5,0.16,0.5
conjugative,0.54,0.75,0.59
conjunct,0.5,0.67,0.72
conjunction,0.52,0.47,0.51
conjunctional,0.53,0.67,0.56
conjunctive,0.49,0.44,0.64
conjunctively,0.5,0.16,0.68
conjunctivitis,0.16,0.33,0.19
conjunctly,0.76,0.5,0.67
conjuncture,0.5,0.84,0.72
conjure,0.38,0.68,0.64
conjure-up,0.38,0.6,0.57
conjurer,0.8,0.84,0.77
conjuring,0.22,0.65,0.7
conjuror,0.84,0.84,0.84
conk,0.34,0.47,0.4
conman,0.05,0.84,0.89
connect,0.73,0.3,0.54
connectable,0.81,0.72,0.67
connected,0.82,0.55,0.61
connectedly,0.78,0.5,0.6
connectedness,0.85,0.53,0.6
connectible,0.84,0.5,0.6
connecticut,0.5,0.5,0.5
connecting-flight,0.57,0.64,0.67
connection,0.73,0.56,0.65
connectional,0.78,0.33,0.59
connective,0.72,0.49,0.77
connectively,0.53,0.53,0.73
connectivity,0.84,0.53,0.77
connector,0.81,0.81,0.76
conned,0.04,0.84,0.12
conning,0.0,0.81,0.62
connive,0.16,0.85,0.64
conniving,0.15,0.84,0.81
connoisseur,0.76,0.46,0.77
connotation,0.5,0.16,0.64
connotative,0.5,0.5,0.64
connotatively,0.5,0.21,0.53
conquer,0.7,0.88,0.98
conquerable,0.75,0.41,0.56
conquerer,0.56,1.0,1.0
conquering,0.76,0.88,0.93
conqueror,0.6,0.81,0.93
conquest,0.71,0.7,0.84
conquistador,0.39,0.84,0.98
conscience,0.67,0.38,0.72
conscienceless,0.0,0.81,0.84
conscientious,0.69,0.4,0.69
conscientiously,0.97,0.39,0.79
conscientiousness,1.0,0.24,0.85
conscionable,0.84,0.16,0.79
conscious,0.74,0.33,0.7
consciously,0.54,0.81,0.76
consciousness,0.84,0.49,0.76
conscribe,0.16,0.84,0.69
conscript,0.16,0.81,0.45
conscription,0.4,0.78,0.64
consecrate,0.85,0.23,0.75
consecrated,0.67,0.5,0.8
consecration,0.77,0.42,0.8
consecrator,0.9,0.16,0.81
consecratory,0.84,0.16,0.75
consecutive,0.67,0.42,0.64
consecutively,0.54,0.54,0.52
consecutiveness,0.84,0.5,0.73
consensual,0.67,0.41,0.65
consensually,0.95,0.25,0.69
consensus,0.62,0.36,0.62
consent,0.75,0.5,0.62
consent-form,0.55,0.38,0.49
consenter,0.84,0.76,0.68
consenting,0.73,0.4,0.7
consequence,0.24,0.72,0.6
consequent,0.67,0.47,0.62
consequential,0.5,0.8,0.75
consequentiality,0.7,0.23,0.85
consequentially,0.5,0.56,0.75
consequently,0.5,0.46,0.62
conservable,0.98,0.22,0.56
conservancy,0.85,0.16,0.75
conservation,0.83,0.4,0.6
conservational,0.84,0.18,0.67
conservationist,0.88,0.85,0.77
conservatism,0.4,0.37,0.64
conservative,0.62,0.32,0.79
conservative-party,0.73,0.65,0.7
conservatively,0.77,0.16,0.75
conservativeness,0.61,0.16,0.84
conservatoire,0.84,0.37,0.69
conservator,0.84,0.26,0.82
conservatorium,0.81,0.16,0.68
conservatorship,0.55,0.21,0.25
conservatory,0.64,0.24,0.73
conserve,0.69,0.35,0.57
conserver,1.0,0.21,0.77
consider,0.67,0.37,0.58
considerable,0.65,0.32,0.68
considerably,0.5,0.76,0.5
considerate,0.78,0.38,0.64
considerately,1.0,0.16,0.52
consideration,0.59,0.38,0.68
considerer,0.84,0.5,0.78
considering-that,0.6,0.46,0.36
consign,0.25,0.33,0.72
consignable,0.57,0.16,0.67
consignation,0.5,0.23,0.69
consignee,0.64,0.38,0.6
consigner,0.52,0.16,0.76
consignment,0.49,0.44,0.5
consignor,0.5,0.5,0.67
consist,0.83,0.38,0.58
consist-of,0.51,0.38,0.55
consistence,0.79,0.16,0.75
consistency,0.71,0.5,0.89
consistent,0.78,0.43,0.73
consistent-with,0.59,0.61,0.62
consistently,0.84,0.16,0.85
consists,0.5,0.19,0.5
consolable,0.84,0.09,0.21
consolation,0.41,0.25,0.3
consolation-prize,0.62,0.53,0.43
consolatory,0.84,0.02,0.22
console,0.62,0.4,0.41
consoled,0.7,0.35,0.45
consoler,0.91,0.18,0.28
consolidate,0.88,0.44,0.87
consolidated,0.7,0.36,0.78
consolidation,0.6,0.44,0.78
consolidative,0.84,0.16,0.82
consolidator,0.84,0.18,0.84
consonance,0.84,0.21,0.64
consonant,0.5,0.35,0.41
consort,0.63,0.51,0.63
consorter,0.61,0.84,0.63
consortium,0.84,0.75,0.85
conspicuous,0.48,0.52,0.6
conspicuously,0.59,0.79,0.72
conspicuousness,0.62,0.84,0.73
conspiracy,0.12,0.78,0.65
conspiracy-theorist,0.37,0.7,0.62
conspiracy-theory,0.3,0.57,0.64
conspirator,0.27,0.78,0.7
conspiratorial,0.19,0.81,0.79
conspiratorially,0.25,0.84,0.81
conspire,0.21,0.74,0.52
conspired,0.16,0.84,0.84
conspirer,0.15,0.84,0.88
constable,0.57,0.67,0.77
constabulary,0.59,0.84,0.81
constancy,0.78,0.44,0.77
constant,0.74,0.3,0.68
constantly,0.67,0.56,0.7
constellation,0.72,0.54,0.78
consternate,0.16,0.56,0.16
consternation,0.23,0.68,0.47
constipate,0.15,0.15,0.16
constipated,0.04,0.15,0.2
constipation,0.08,0.61,0.23
constituency,0.5,0.48,0.7
constituent,0.57,0.5,0.83
constituently,0.54,0.16,0.79
constituents,0.57,0.41,0.84
constitute,0.81,0.35,0.91
constitution,0.59,0.38,0.89
constitutional,0.64,0.42,0.83
constitutional-law,0.64,0.62,0.73
constitutionalism,0.84,0.21,0.84
constitutionalist,0.72,0.21,0.84
constitutionality,0.61,0.44,0.85
constitutionally,0.74,0.4,0.78
constitutive,0.5,0.22,0.76
constitutively,0.5,0.16,0.68
constrain,0.26,0.5,0.5
constrainable,0.45,0.22,0.16
constrained,0.14,0.54,0.36
constrainer,0.16,0.84,0.96
constraint,0.33,0.55,0.48
constrict,0.19,0.84,0.88
constriction,0.2,0.03,0.23
constrictive,0.22,0.24,0.63
constrictor,0.16,0.84,0.87
constringent,0.23,0.64,0.84
construable,0.67,0.6,0.73
construct,0.75,0.65,0.79
constructer,0.67,0.84,0.88
constructible,0.84,0.16,0.77
construction,0.85,0.61,0.76
construction-site,0.47,0.6,0.53
construction-worker,0.5,0.63,0.74
constructional,0.84,0.5,0.69
constructionist,0.62,0.79,0.71
constructive,0.86,0.57,0.81
constructive-criticism,0.45,0.65,0.66
constructively,0.84,0.69,0.73
constructiveness,0.91,0.6,0.86
constructivism,0.84,0.64,0.67
constructivist,0.73,0.79,0.79
constructor,0.84,0.84,0.84
construe,0.6,0.52,0.56
consul,0.57,0.36,0.69
consular,0.52,0.5,0.84
consulate,0.56,0.46,0.7
consult,0.76,0.37,0.44
consultable,0.81,0.16,0.71
consultancy,0.78,0.76,0.75
consultant,0.77,0.35,0.81
consultation,0.66,0.46,0.62
consultative,0.85,0.79,0.81
consulter,0.84,0.78,0.71
consulting-firm,0.49,0.54,0.74
consumable,0.59,0.5,0.46
consume,0.43,0.62,0.51
consumed,0.47,0.82,0.24
consumer,0.51,0.55,0.67
consumer-goods,0.59,0.41,0.67
consumer-protection,0.63,0.56,0.65
consumerism,0.35,0.84,0.82
consumerist,0.33,0.73,0.76
consuming,0.57,0.54,0.54
consummate,0.55,0.54,0.56
consummately,1.0,0.16,0.91
consummation,0.59,0.67,0.66
consummative,0.82,0.65,0.64
consummator,0.81,0.84,0.89
consummatory,0.84,0.74,0.62
consumption,0.39,0.53,0.54
consumptive,0.15,0.33,0.15
consumptively,0.12,0.74,0.16
consumptiveness,0.16,0.6,0.15
contact,0.72,0.43,0.53
contact-information,0.64,0.46,0.62
contact-sport,0.65,0.6,0.67
contactor,0.5,0.78,0.75
contagion,0.21,0.63,0.54
contagious,0.18,0.73,0.4
contagious-disease,0.09,0.73,0.3
contagiously,0.84,0.84,0.62
contagiousness,0.33,0.85,0.65
contain,0.54,0.49,0.66
containable,0.8,0.19,0.67
container,0.55,0.4,0.56
container-ship,0.53,0.51,0.64
containment,0.41,0.49,0.62
contaminable,0.16,0.43,0.3
contaminant,0.0,0.52,0.16
contaminate,0.07,0.73,0.35
contaminated,0.04,0.5,0.37
contamination,0.12,0.61,0.38
contaminative,0.0,0.75,0.59
contaminator,0.0,0.84,0.82
contemplate,0.74,0.35,0.64
contemplation,0.55,0.33,0.62
contemplative,0.73,0.31,0.74
contemplatively,0.67,0.0,0.41
contemplativeness,0.79,0.0,0.29
contemplator,0.75,0.04,0.52
contemporaneous,0.64,0.38,0.59
contemporaneously,0.5,0.53,0.67
contemporaneousness,0.79,0.21,0.56
contemporarily,0.5,0.5,0.53
contemporary,0.72,0.36,0.57
contemporize,0.84,0.84,0.74
contempt,0.21,0.64,0.4
contemptibility,0.0,0.16,0.11
contemptible,0.15,0.65,0.47
contemptibly,0.0,0.33,0.15
contemptuous,0.21,0.5,0.38
contemptuously,0.0,0.81,0.68
contemptuousness,0.09,0.31,0.95
contend,0.51,0.65,0.73
contend-with,0.52,0.54,0.51
contender,0.48,0.79,0.68
contending,0.49,0.7,0.71
content,0.77,0.3,0.56
contented,0.85,0.61,0.74
contentedly,0.96,0.05,0.38
contentedness,1.0,0.0,0.67
contention,0.38,0.51,0.74
contentious,0.42,0.57,0.64
contentiously,0.16,0.84,0.4
contentiousness,0.16,0.84,0.84
contently,0.91,0.0,0.39
contentment,0.88,0.61,0.78
contents,0.65,0.38,0.55
contest,0.67,0.7,0.71
contestable,0.36,0.77,0.39
contestably,0.23,0.67,0.75
contestant,0.76,0.53,0.6
contester,0.33,0.84,0.92
context,0.53,0.3,0.56
contextual,0.5,0.24,0.6
contextualization,0.81,0.79,0.77
contextualize,0.84,0.75,0.73
contextually,0.5,0.16,0.6
contiguity,0.5,0.5,0.63
contiguous,0.38,0.45,0.5
contiguously,0.54,0.16,0.62
contiguousness,0.55,0.21,0.6
continence,0.45,0.4,0.47
continent,0.55,0.38,0.84
continental,0.49,0.35,0.76
continentally,0.53,0.5,0.76
contingence,0.5,0.21,0.32
contingency,0.4,0.5,0.67
contingent,0.47,0.53,0.66
contingent-on,0.57,0.45,0.57
contingently,0.5,0.84,0.3
continual,0.5,0.43,0.68
continually,0.64,0.44,0.7
continuance,0.73,0.51,0.65
continuant,0.5,0.46,0.62
continuation,0.62,0.47,0.57
continuative,0.56,0.59,0.78
continue,0.63,0.43,0.61
continued,0.64,0.44,0.5
continuer,0.84,0.84,0.67
continuing,0.67,0.5,0.52
continuing-education,0.84,0.51,0.74
continuity,0.78,0.44,0.68
continuous,0.62,0.51,0.58
continuously,0.72,0.41,0.7
continuousness,0.79,0.21,0.69
continuum,0.67,0.39,0.49
contort,0.16,0.84,0.28
contortedly,0.16,0.84,0.15
contortion,0.28,0.84,0.43
contortionism,0.39,0.84,0.37
contortionist,0.52,0.85,0.79
contour,0.59,0.27,0.41
contra,0.5,0.41,0.84
contraband,0.17,0.88,0.67
contraception,0.3,0.52,0.53
contraceptive,0.62,0.16,0.65
